CONS_NO,YM,尖峰电量,尖峰电价,峰电量,峰电价,平电量,平电价,谷电量,谷电价,脊骨电量,脊骨电价
"0003742437","201301",0,,0,,1321,0.52,749,0.3004,0,
"0003742437","201302",0,,0,,850,0.52,653,0.3004,0,
"0003742437","201303",0,,0,,752,0.52,452,0.3004,0,
"0003742437","201304",0,,0,,633,0.52,194,0.3004,0,
"0003742437","201305",0,,0,,427,0.5,0,,0,
"0003742437","201306",0,,0,,394,0.5,0,,0,
"0003742437","201307",0,,0,,266,0.5,0,,0,
"0003742437","201308",0,,0,,330,0.5,0,,0,
"0003742437","201309",0,,0,,252,0.5,0,,0,
"0003742437","201310",0,,0,,193,0.5,0,,0,
"0003742437","201311",0,,0,,261,0.5,0,,0,
"0003742437","201312",0,,0,,420,0.52,84,0.3004,0,
"0020329961","201301",0,,67200,1.29,72920,0.8796,27660,0.4692,0,
"0020329961","201302",0,,51380,1.29,55880,0.8796,22020,0.4692,0,
"0020329961","201303",0,,49940,1.29,55120,0.8796,21800,0.4692,0,
"0020329961","201304",0,,47420,1.29,50960,0.8796,19500,0.4692,0,
"0020329961","201305",0,,36700,1.29,40060,0.8796,14120,0.4692,0,
"0020329961","201306",0,,32940,1.29,38460,0.8796,11040,0.4692,0,
"0020329961","201307",0,,62820,1.29,73300,0.8796,15600,0.4692,0,
"0020329961","201308",0,,87040,1.29,96960,0.8796,21020,0.4692,0,
"0020329961","201309",0,,50560,1.29,55160,0.8796,15500,0.4692,0,
"0020329961","201310",0,,44480,1.2865,50240,0.8796,14020,0.4727,0,
"0020329961","201311",0,,55720,1.2865,60180,0.8796,21640,0.4727,0,
"0020329961","201312",0,,61160,1.2865,67320,0.8796,22720,0.4727,0,
"0020614036","201301",0,,0,1.29,0,0.8796,0,0.4692,0,
"0020614036","201302",0,,0,1.29,0,0.8796,0,0.4692,0,
"0020614036","201303",0,,0,1.29,0,0.8796,0,0.4692,0,
"0020614036","201304",0,,0,1.29,0,0.8796,0,0.4692,0,
"0020614036","201305",0,,0,1.29,0,0.8796,0,0.4692,0,
"0020614036","201306",0,,0,1.29,0,0.8796,0,0.4692,0,
"0020614036","201307",0,,0,1.29,0,0.8796,0,0.4692,0,
"0020614036","201308",0,,0,1.29,0,0.8796,0,0.4692,0,
"0020614036","201309",0,,0,1.29,0,0.8796,0,0.4692,0,
"0020614036","201310",0,,0,1.2865,0,0.8796,0,0.4727,0,
"0020614036","201311",0,,0,1.2865,0,0.8796,0,0.4727,0,
"0020614036","201312",0,,0,1.2865,0,0.8796,0,0.4727,0,
"0023963304","201301",0,,0,0.8135,0,0.5606,0,0.3077,0,
"0023963304","201302",0,,19080,0.8135,22480,0.5606,13800,0.3077,0,
"0023963304","201303",0,,21000,0.8135,17080,0.5606,5560,0.3077,0,
"0023963304","201304",0,,24080,0.8135,20160,0.5606,4080,0.3077,0,
"0023963304","201305",0,,28440,0.8135,27520,0.5606,6720,0.3077,0,
"0023963304","201306",0,,30480,0.8135,29640,0.5606,12680,0.3077,0,
"0023963304","201307",0,,32960,0.8135,27480,0.5606,11080,0.3077,0,
"0023963304","201308",0,,27800,0.8135,28120,0.5606,13480,0.3077,0,
"0023963304","201309",0,,27720,0.8135,24840,0.5606,6120,0.3077,0,
"0023963304","201310",0,,24080,0.81,17880,0.5606,6000,0.3112,0,
"0023963304","201311",0,,34360,0.81,25880,0.5606,9480,0.3112,0,
"0023963304","201312",0,,50400,0.81,42920,0.5606,20760,0.3112,0,
"0027131930","201301",0,,0,1.29,0,0.8796,0,0.4692,0,
"0027131930","201302",0,,0,1.29,0,0.8796,0,0.4692,0,
"0027131930","201303",0,,0,1.29,0,0.8796,0,0.4692,0,
"0027131930","201304",0,,0,1.29,0,0.8796,0,0.4692,0,
"0027131930","201305",0,,0,1.29,0,0.8796,0,0.4692,0,
"0027131930","201306",0,,0,1.29,0,0.8796,0,0.4692,0,
"0027131930","201307",0,,0,1.29,0,0.8796,0,0.4692,0,
"0027131930","201308",0,,0,1.29,0,0.8796,0,0.4692,0,
"0027131930","201309",0,,0,1.29,0,0.8796,0,0.4692,0,
"0027131930","201310",0,,0,1.2865,0,0.8796,0,0.4727,0,
"0027131930","201311",0,,0,1.2865,0,0.8796,0,0.4727,0,
"0027131930","201312",0,,0,1.2865,0,0.8796,0,0.4727,0,
"0027904712","201301",0,,0,,1648,0.52,792,0.3004,0,
"0027904712","201302",0,,0,,1674,0.52,670,0.3004,0,
"0027904712","201303",0,,0,,1156,0.52,471,0.3004,0,
"0027904712","201304",0,,0,,312,0.52,102,0.3004,0,
"0027904712","201305",0,,0,,84,0.5,0,,0,
"0027904712","201306",0,,0,,0,0.5,0,,0,
"0027904712","201307",0,,0,,0,0.5,0,,0,
"0027904712","201308",0,,0,,0,0.5,0,,0,
"0027904712","201309",0,,0,,4,0.5,0,,0,
"0027904712","201310",0,,0,,0,0.5,0,,0,
"0027904712","201311",0,,0,,0,0.5,0,,0,
"0027904712","201312",0,,0,,2,0.52,0,0.3004,0,
"0027905122","201301",0,,0,,1163,0.52,1336,0.3004,0,
"0027905122","201302",0,,0,,1410,0.52,1379,0.3004,0,
"0027905122","201303",0,,0,,962,0.52,1242,0.3004,0,
"0027905122","201304",0,,0,,519,0.52,970,0.3004,0,
"0027905122","201305",0,,0,,445,0.5,0,,0,
"0027905122","201306",0,,0,,212,0.5,0,,0,
"0027905122","201307",0,,0,,192,0.5,0,,0,
"0027905122","201308",0,,0,,229,0.5,0,,0,
"0027905122","201309",0,,0,,250,0.5,0,,0,
"0027905122","201310",0,,0,,209,0.5,0,,0,
"0027905122","201311",0,,0,,221,0.5,0,,0,
"0027905122","201312",0,,0,,320,0.52,469,0.3004,0,
"0027913345","201301",0,,0,,10,0.52,4,0.3004,0,
"0027913345","201302",0,,0,,0,0.52,0,0.3004,0,
"0027913345","201303",0,,0,,18,0.52,7,0.3004,0,
"0027913345","201304",0,,0,,11,0.52,4,0.3004,0,
"0027913345","201305",0,,0,,16,0.5,0,,0,
"0027913345","201306",0,,0,,20,0.5,0,,0,
"0027913345","201307",0,,0,,23,0.5,0,,0,
"0027913345","201308",0,,0,,26,0.5,0,,0,
"0027913345","201309",0,,0,,27,0.5,0,,0,
"0027913345","201310",0,,0,,22,0.5,0,,0,
"0027913345","201311",0,,0,,19,0.5,0,,0,
"0027913345","201312",0,,0,,0,0.52,0,0.3004,0,
"0027946002","201301",0,,0,1.29,0,0.8796,0,0.4692,0,
"0027946002","201302",0,,0,1.29,0,0.8796,0,0.4692,0,
"0027946002","201303",0,,0,1.29,0,0.8796,0,0.4692,0,
"0027946002","201304",0,,0,1.29,0,0.8796,0,0.4692,0,
"0027946002","201305",0,,0,1.29,0,0.8796,0,0.4692,0,
"0027946002","201306",0,,0,1.29,0,0.8796,0,0.4692,0,
"0027946002","201307",0,,0,1.29,0,0.8796,0,0.4692,0,
"0027946002","201308",0,,0,1.29,0,0.8796,0,0.4692,0,
"0027946002","201309",0,,0,1.29,0,0.8796,0,0.4692,0,
"0027946002","201310",0,,0,1.2865,0,0.8796,0,0.4727,0,
"0027946002","201311",0,,0,1.2865,0,0.8796,0,0.4727,0,
"0027946002","201312",0,,0,1.2865,0,0.8796,0,0.4727,0,
"0051040114","201301",0,,9180,1.305,10860,0.8896,4500,0.4742,0,
"0051040114","201302",0,,9120,1.305,10920,0.8896,4380,0.4742,0,
"0051040114","201303",0,,6840,1.305,7560,0.8896,4920,0.4742,0,
"0051040114","201304",0,,6660,1.305,6960,0.8896,3960,0.4742,0,
"0051040114","201305",0,,2820,1.305,2460,0.8896,1740,0.4742,0,
"0051040114","201306",0,,960,1.305,900,0.8896,240,0.4742,0,
"0051040114","201307",0,,1620,1.305,1380,0.8896,300,0.4742,0,
"0051040114","201308",0,,1920,1.305,1800,0.8896,1020,0.4742,0,
"0051040114","201309",0,,1800,1.305,1620,0.8896,480,0.4742,0,
"0051040114","201310",0,,1680,1.3015,1680,0.8896,480,0.4777,0,
"0051040114","201311",0,,2580,1.3015,2580,0.8896,780,0.4777,0,
"0051040114","201312",0,,6240,1.3015,6960,0.8896,3000,0.4777,0,
"0070003592","201301",0,,7771,1.29,8365,0.8796,3220,0.4692,0,
"0070003592","201302",0,,4862,1.29,5112,0.8796,2607,0.4692,0,
"0070003592","201303",0,,5363,1.29,5712,0.8796,2703,0.4692,0,
"0070003592","201304",0,,5503,1.29,5731,0.8796,2528,0.4692,0,
"0070003592","201305",0,,3562,1.29,3960,0.8796,1867,0.4692,0,
"0070003592","201306",0,,4391,1.29,5425,0.8796,2257,0.4692,0,
"0070003592","201307",0,,5360,1.29,6464,0.8796,2210,0.4692,0,
"0070003592","201308",0,,6137,1.29,7544,0.8796,2258,0.4692,0,
"0070003592","201309",0,,0,,0,,0,,0,
"0070003592","201309",0,,3204,1.29,4369,0.8796,1472,0.4692,0,
"0070003592","201309",0,,0,1.29,0,0.8796,0,0.4692,0,
"0070003592","201310",0,,3522,1.2865,4264,0.8796,1687,0.4727,0,
"0070003592","201311",0,,4254,1.2865,4767,0.8796,2382,0.4727,0,
"0070003592","201312",0,,5368,1.2865,5626,0.8796,2704,0.4727,0,
"0070813252","201301",0,,0,,424,0.52,875,0.3004,0,
"0070813252","201302",0,,0,,957,0.52,626,0.3004,0,
"0070813252","201303",0,,0,,716,0.52,497,0.3004,0,
"0070813252","201304",0,,0,,373,0.52,377,0.3004,0,
"0070813252","201305",0,,0,,224,0.5,0,,0,
"0070813252","201306",0,,0,,0,0.5,0,,0,
"0070813252","201307",0,,0,,0,0.5,0,,0,
"0070813252","201308",0,,0,,0,0.5,0,,0,
"0070813252","201309",0,,0,,0,0.5,0,,0,
"0070813252","201310",0,,0,,0,0.5,0,,0,
"0070813252","201311",0,,0,,0,0.5,0,,0,
"0070813252","201312",0,,0,,0,0.52,0,0.3004,0,
"0130951874","201301",0,,1556,1.29,1376,0.8796,1400,0.4692,0,
"0130951874","201302",0,,1952,1.29,1528,0.8796,1340,0.4692,0,
"0130951874","201303",0,,632,1.29,548,0.8796,792,0.4692,0,
"0130951874","201304",0,,700,1.29,624,0.8796,884,0.4692,0,
"0130951874","201305",0,,1824,1.29,1364,0.8796,1120,0.4692,0,
"0130951874","201306",0,,6244,1.29,4836,0.8796,2968,0.4692,0,
"0130951874","201307",0,,5900,1.29,4008,0.8796,2696,0.4692,0,
"0130951874","201308",0,,6100,1.29,4060,0.8796,2452,0.4692,0,
"0130951874","201309",0,,6624,1.29,4564,0.8796,2860,0.4692,0,
"0130951874","201309",0,,0,,0,,0,,0,
"0130951874","201310",0,,4216,1.2865,2788,0.8796,1732,0.4727,0,
"0130951874","201310",0,,1852,1.29,972,0.8796,760,0.4692,0,
"0130951874","201311",0,,8716,1.2865,5516,0.8796,3604,0.4727,0,
"0130951874","201312",0,,4404,1.2865,3020,0.8796,2368,0.4727,0,
"0130956651","201301",0,,0,,173,0.52,61,0.3004,0,
"0130956651","201302",0,,0,,145,0.52,38,0.3004,0,
"0130956651","201303",0,,0,,66,0.52,18,0.3004,0,
"0130956651","201304",0,,0,,145,0.52,51,0.3004,0,
"0130956651","201305",0,,0,,230,0.5,0,,0,
"0130956651","201306",0,,0,,191,0.5,0,,0,
"0130956651","201307",0,,0,,177,0.5,0,,0,
"0130956651","201308",0,,0,,136,0.5,0,,0,
"0130956651","201309",0,,0,,105,0.5,0,,0,
"0130956651","201310",0,,0,,125,0.5,0,,0,
"0130956651","201311",0,,0,,161,0.5,0,,0,
"0130956651","201312",0,,0,,179,0.52,50,0.3004,0,
"0170009083","201301",0,,0,,286,0.52,924,0.3004,0,
"0170009083","201302",0,,0,,266,0.52,1270,0.3004,0,
"0170009083","201303",0,,0,,418,0.52,1188,0.3004,0,
"0170009083","201304",0,,0,,184,0.52,772,0.3004,0,
"0170009083","201305",0,,0,,229,0.5,0,,0,
"0170009083","201306",0,,0,,147,0.5,0,,0,
"0170009083","201307",0,,0,,127,0.5,0,,0,
"0170009083","201308",0,,0,,120,0.5,0,,0,
"0170009083","201309",0,,0,,102,0.5,0,,0,
"0170009083","201310",0,,0,,105,0.5,0,,0,
"0170009083","201311",0,,0,,105,0.5,0,,0,
"0170009083","201312",0,,0,,203,0.52,541,0.3004,0,
"0170017206","201301",0,,0,,90,0.52,126,0.3004,0,
"0170017206","201302",0,,0,,60,0.52,33,0.3004,0,
"0170017206","201303",0,,0,,162,0.52,179,0.3004,0,
"0170017206","201304",0,,0,,76,0.52,52,0.3004,0,
"0170017206","201305",0,,0,,106,0.5,0,,0,
"0170017206","201306",0,,0,,81,0.5,0,,0,
"0170017206","201307",0,,0,,75,0.5,0,,0,
"0170017206","201308",0,,0,,78,0.5,0,,0,
"0170017206","201309",0,,0,,87,0.5,0,,0,
"0170017206","201310",0,,0,,83,0.5,0,,0,
"0170017206","201311",0,,0,,150,0.5,0,,0,
"0170017206","201312",0,,0,,137,0.52,77,0.3004,0,
"0190683827","201301",0,,0,,404,0.52,127,0.3004,0,
"0190683827","201302",0,,0,,362,0.52,126,0.3004,0,
"0190683827","201303",0,,0,,206,0.52,100,0.3004,0,
"0190683827","201304",0,,0,,24,0.52,8,0.3004,0,
"0190683827","201305",0,,0,,0,0.5,0,,0,
"0190683827","201306",0,,0,,0,0.5,0,,0,
"0190683827","201307",0,,0,,0,0.5,0,,0,
"0190683827","201308",0,,0,,0,0.5,0,,0,
"0190683827","201309",0,,0,,0,0.5,0,,0,
"0190683827","201310",0,,0,,0,0.5,0,,0,
"0190683827","201311",0,,0,,69,0.5,0,,0,
"0190683827","201312",0,,0,,0,0.52,0,0.3004,0,
"0250470484","201301",0,,0,,5378,0.52,2283,0.3004,0,
"0250470484","201302",0,,0,,4504,0.52,1891,0.3004,0,
"0250470484","201303",0,,0,,3830,0.52,1611,0.3004,0,
"0250470484","201304",0,,0,,2140,0.52,839,0.3004,0,
"0250470484","201305",0,,0,,1226,0.5,0,,0,
"0250470484","201306",0,,0,,377,0.5,0,,0,
"0250470484","201307",0,,0,,989,0.5,0,,0,
"0250470484","201308",0,,0,,1916,0.5,0,,0,
"0250470484","201309",0,,0,,982,0.5,0,,0,
"0250470484","201310",0,,0,,401,0.5,0,,0,
"0250470484","201311",0,,0,,764,0.5,0,,0,
"0250470484","201312",0,,0,,2646,0.52,1173,0.3004,0,
"0251105367","201301",0,,0,,5079,0.52,2042,0.3004,0,
"0251105367","201302",0,,0,,4377,0.52,1757,0.3004,0,
"0251105367","201303",0,,0,,4159,0.52,2295,0.3004,0,
"0251105367","201304",0,,0,,2555,0.52,2061,0.3004,0,
"0251105367","201305",0,,0,,0,0.5,0,,0,
"0251105367","201306",0,,0,,0,0.5,0,,0,
"0251105367","201307",0,,0,,0,0.5,0,,0,
"0251105367","201308",0,,0,,0,0.5,0,,0,
"0251105367","201309",0,,0,,0,0.5,0,,0,
"0251105367","201310",0,,0,,0,0.5,0,,0,
"0251105367","201311",0,,0,,3209,0.5,0,,0,
"0251105367","201312",0,,0,,2499,0.52,1037,0.3004,0,
"0251749547","201301",0,,0,,1869,0.52,757,0.3004,0,
"0251749547","201302",0,,0,,1635,0.52,610,0.3004,0,
"0251749547","201303",0,,0,,1453,0.52,527,0.3004,0,
"0251749547","201304",0,,0,,1273,0.52,427,0.3004,0,
"0251749547","201305",0,,0,,1125,0.5,0,,0,
"0251749547","201306",0,,0,,681,0.5,0,,0,
"0251749547","201307",0,,0,,586,0.5,0,,0,
"0251749547","201308",0,,0,,465,0.5,0,,0,
"0251749547","201309",0,,0,,439,0.5,0,,0,
"0251749547","201310",0,,0,,446,0.5,0,,0,
"0251749547","201311",0,,0,,611,0.5,0,,0,
"0251749547","201312",0,,0,,1557,0.52,591,0.3004,0,
"0253893028","201301",0,,7088,1.305,6400,0.8896,314,0.4742,0,
"0253893028","201302",0,,6359,1.305,5464,0.8896,179,0.4742,0,
"0253893028","201303",0,,3783,1.305,2690,0.8896,229,0.4742,0,
"0253893028","201304",0,,643,1.305,313,0.8896,196,0.4742,0,
"0253893028","201305",0,,486,1.305,173,0.8896,83,0.4742,0,
"0253893028","201306",0,,861,1.305,399,0.8896,85,0.4742,0,
"0253893028","201307",0,,3409,1.305,1871,0.8896,404,0.4742,0,
"0253893028","201308",0,,6828,1.305,3960,0.8896,1031,0.4742,0,
"0253893028","201309",0,,5474,1.305,3748,0.8896,932,0.4742,0,
"0253893028","201310",0,,714,1.305,623,0.8896,293,0.4742,0,
"0253893028","201310",0,,1072,1.305,932,0.8896,441,0.4742,0,
"0253893028","201311",0,,969,1.3015,806,0.8896,494,0.4777,0,
"0253893028","201312",0,,821,1.3015,647,0.8896,404,0.4777,0,
"0254183580","201301",0,,0,,338,0.52,212,0.3004,0,
"0254183580","201302",0,,0,,57,0.52,211,0.3004,0,
"0254183580","201303",0,,0,,213,0.52,0,0.3004,0,
"0254183580","201304",0,,0,,178,0.52,0,0.3004,0,
"0254183580","201305",0,,0,,290,0.5,0,,0,
"0254183580","201306",0,,0,,112,0.5,0,,0,
"0254183580","201307",0,,0,,0,0.5,0,,0,
"0254183580","201308",0,,0,,360,0.5,0,,0,
"0254183580","201309",0,,0,,20,0.5,0,,0,
"0254183580","201310",0,,0,,279,0.5,0,,0,
"0254183580","201311",0,,0,,139,0.5,0,,0,
"0254183580","201312",0,,0,,261,0.52,0,0.3004,0,
"0255545761","201301",0,,0,,0,0.52,0,0.3004,0,
"0255545761","201302",0,,0,,0,0.52,0,0.3004,0,
"0255545761","201303",0,,0,,0,0.52,0,0.3004,0,
"0255545761","201304",0,,0,,0,0.52,0,0.3004,0,
"0255545761","201305",0,,0,,0,0.5,0,,0,
"0255545761","201306",0,,0,,0,0.5,0,,0,
"0255545761","201307",0,,0,,0,0.5,0,,0,
"0255545761","201308",0,,0,,0,0.5,0,,0,
"0255545761","201309",0,,0,,0,0.5,0,,0,
"0255545761","201310",0,,0,,0,0.5,0,,0,
"0255545761","201311",0,,0,,0,0.5,0,,0,
"0255545761","201312",0,,0,,1,0.52,0,0.3004,0,
"0255550594","201301",0,,0,,425,0.52,16,0.3004,0,
"0255550594","201302",0,,0,,508,0.52,18,0.3004,0,
"0255550594","201303",0,,0,,410,0.52,10,0.3004,0,
"0255550594","201304",0,,0,,415,0.52,21,0.3004,0,
"0255550594","201305",0,,0,,194,0.5,0,,0,
"0255550594","201306",0,,0,,200,0.5,0,,0,
"0255550594","201307",0,,0,,257,0.5,0,,0,
"0255550594","201308",0,,0,,175,0.5,0,,0,
"0255550594","201309",0,,0,,133,0.5,0,,0,
"0255550594","201310",0,,0,,153,0.5,0,,0,
"0255550594","201311",0,,0,,164,0.5,0,,0,
"0255550594","201312",0,,0,,39,0.52,131,0.3004,0,
"0255717568","201301",0,,0,,0,0.52,0,0.3004,0,
"0255717568","201302",0,,0,,0,0.52,0,0.3004,0,
"0255717568","201303",0,,0,,0,0.52,0,0.3004,0,
"0255717568","201304",0,,0,,0,0.52,0,0.3004,0,
"0255717568","201305",0,,0,,0,0.5,0,,0,
"0255717568","201306",0,,0,,0,0.5,0,,0,
"0255717568","201307",0,,0,,0,0.5,0,,0,
"0255717568","201308",0,,0,,0,0.5,0,,0,
"0255717568","201309",0,,0,,0,0.5,0,,0,
"0255717568","201310",0,,0,,0,0.5,0,,0,
"0255717568","201311",0,,0,,0,0.5,0,,0,
"0255717568","201312",0,,0,,0,0.52,0,0.3004,0,
"0255724283","201301",0,,198000,1.29,222000,0.8796,138000,0.4692,0,
"0255724283","201302",0,,108000,1.29,126000,0.8796,78000,0.4692,0,
"0255724283","201303",0,,126000,1.29,150000,0.8796,90000,0.4692,0,
"0255724283","201304",0,,102000,1.29,126000,0.8796,72000,0.4692,0,
"0255724283","201305",0,,66000,1.29,90000,0.8796,60000,0.4692,0,
"0255724283","201306",0,,84000,1.29,108000,0.8796,78000,0.4692,0,
"0255724283","201307",0,,96000,1.29,114000,0.8796,84000,0.4692,0,
"0255724283","201308",0,,144000,1.29,192000,0.8796,120000,0.4692,0,
"0255724283","201309",0,,102000,1.29,126000,0.8796,84000,0.4692,0,
"0255724283","201309",0,,0,,0,,0,,0,
"0255724283","201310",0,,54000,1.2865,72000,0.8796,48000,0.4727,0,
"0255724283","201310",0,,30000,1.29,54000,0.8796,30000,0.4692,0,
"0255724283","201311",0,,102000,1.2865,126000,0.8796,90000,0.4727,0,
"0255724283","201312",0,,120000,1.2865,150000,0.8796,108000,0.4727,0,
"0255984810","201301",0,,50000,1.29,54400,0.8796,27600,0.4692,0,
"0255984810","201302",0,,41600,1.29,41600,0.8796,20800,0.4692,0,
"0255984810","201303",0,,24000,1.29,24000,0.8796,16000,0.4692,0,
"0255984810","201304",0,,32000,1.29,28000,0.8796,16000,0.4692,0,
"0255984810","201305",0,,28000,1.29,29600,0.8796,12000,0.4692,0,
"0255984810","201306",0,,30800,1.29,32000,0.8796,14400,0.4692,0,
"0255984810","201307",0,,41200,1.29,41600,0.8796,20000,0.4692,0,
"0255984810","201308",0,,52000,1.29,56000,0.8796,28000,0.4692,0,
"0255984810","201309",0,,36000,1.29,31600,0.8796,16000,0.4692,0,
"0255984810","201309",0,,0,,0,,0,,0,
"0255984810","201310",0,,16800,1.2865,14400,0.8796,7200,0.4727,0,
"0255984810","201310",0,,12000,1.29,16000,0.8796,4000,0.4692,0,
"0255984810","201311",0,,28000,1.2865,20000,0.8796,12000,0.4727,0,
"0255984810","201312",0,,32000,1.2865,34800,0.8796,16000,0.4727,0,
"0256263352","201301",0,,0,,710,0.52,325,0.3004,0,
"0256263352","201302",0,,0,,946,0.52,419,0.3004,0,
"0256263352","201303",0,,0,,551,0.52,272,0.3004,0,
"0256263352","201304",0,,0,,223,0.52,99,0.3004,0,
"0256263352","201305",0,,0,,0,0.5,0,,0,
"0256263352","201306",0,,0,,0,0.5,0,,0,
"0256263352","201307",0,,0,,0,0.5,0,,0,
"0256263352","201308",0,,0,,0,0.5,0,,0,
"0256263352","201309",0,,0,,0,0.5,0,,0,
"0256263352","201310",0,,0,,0,0.5,0,,0,
"0256263352","201311",0,,0,,0,0.5,0,,0,
"0256263352","201312",0,,0,,788,0.52,319,0.3004,0,
"0256267396","201301",0,,0,,670,0.52,301,0.3004,0,
