CONS_NO,YM,尖峰电量,尖峰电价,峰电量,峰电价,平电量,平电价,谷电量,谷电价,脊骨电量,脊骨电价
"7030002501","201312",0,,818,1.2755,1327,0.8686,334,0.4617,0,
"7090069809","201301",0,,0,1.279,0,0.8686,0,0.4582,0,
"7090069809","201302",0,,0,1.279,0,0.8686,0,0.4582,0,
"7090069809","201303",0,,0,1.279,0,0.8686,0,0.4582,0,
"7090069809","201304",0,,0,1.279,0,0.8686,0,0.4582,0,
"7090069809","201305",0,,0,1.279,0,0.8686,0,0.4582,0,
"7090069809","201306",0,,0,1.279,0,0.8686,0,0.4582,0,
"7090069809","201307",0,,0,1.279,0,0.8686,0,0.4582,0,
"7090069809","201308",0,,0,1.279,0,0.8686,0,0.4582,0,
"7090069809","201309",0,,0,1.279,0,0.8686,0,0.4582,0,
"7090069809","201309",0,,0,,0,,0,,0,
"7090069809","201310",0,,0,1.2755,0,0.8686,0,0.4617,0,
"7090069809","201310",0,,0,1.279,0,0.8686,0,0.4582,0,
"7090069809","201311",0,,0,1.2755,0,0.8686,0,0.4617,0,
"7090069809","201312",0,,0,1.2755,0,0.8686,0,0.4617,0,
"7091228708","201301",0,,0,1.294,0,0.8786,0,0.4632,0,
"7091228708","201302",0,,0,1.294,0,0.8786,0,0.4632,0,
"7091228708","201303",0,,0,1.294,0,0.8786,0,0.4632,0,
"7091228708","201304",0,,0,1.294,0,0.8786,0,0.4632,0,
"7091228708","201305",0,,0,1.294,0,0.8786,0,0.4632,0,
"7091228708","201306",0,,0,1.294,0,0.8786,0,0.4632,0,
"7091228708","201307",0,,0,1.294,0,0.8786,0,0.4632,0,
"7091228708","201308",0,,0,1.294,0,0.8786,0,0.4632,0,
"7091228708","201309",0,,0,1.294,0,0.8786,0,0.4632,0,
"7091228708","201310",0,,0,1.294,0,0.8786,0,0.4632,0,
"7091228708","201310",0,,0,1.2905,0,0.8786,0,0.4667,0,
"7091228708","201311",0,,0,1.2905,0,0.8786,0,0.4667,0,
"7091228708","201312",0,,0,1.2905,0,0.8786,0,0.4667,0,
"7091431182","201301",0,,0,1.294,0,0.8786,0,0.4632,0,
"7091431182","201302",0,,0,1.294,0,0.8786,0,0.4632,0,
"7091431182","201303",0,,0,1.294,0,0.8786,0,0.4632,0,
"7091431182","201304",0,,0,1.294,0,0.8786,0,0.4632,0,
"7091431182","201305",0,,0,1.294,70,0.8786,0,0.4632,0,
"7091431182","201306",0,,0,1.294,20,0.8786,0,0.4632,0,
"7091431182","201307",0,,0,1.294,30,0.8786,0,0.4632,0,
"7091431182","201308",0,,0,1.294,30,0.8786,0,0.4632,0,
"7091431182","201309",0,,0,1.294,30,0.8786,0,0.4632,0,
"7091431182","201310",0,,0,1.294,30,0.8786,0,0.4632,0,
"7091431182","201310",0,,0,1.294,0,0.8786,0,0.4632,0,
"7091431182","201311",0,,0,1.2905,150,0.8786,0,0.4667,0,
"7091431182","201312",0,,0,1.2905,30,0.8786,0,0.4667,0,
"7161809406","201301",0,,40480,1.279,51454,0.8686,30320,0.4582,0,
"7161809406","201302",0,,30800,1.279,38217,0.8686,16000,0.4582,0,
"7161809406","201303",0,,27520,1.279,32458,0.8686,13520,0.4582,0,
"7161809406","201304",0,,23200,1.279,15986,0.8686,10560,0.4582,0,
"7161809406","201305",0,,9840,1.279,7820,0.8686,5920,0.4582,0,
"7161809406","201306",0,,17760,1.279,15380,0.8686,8880,0.4582,0,
"7161809406","201307",0,,12320,1.279,10565,0.8686,6320,0.4582,0,
"7161809406","201308",0,,13120,1.279,11325,0.8686,7440,0.4582,0,
"7161809406","201309",0,,11440,1.279,10374,0.8686,5760,0.4582,0,
"7161809406","201310",0,,9840,1.2755,8306,0.8686,5280,0.4617,0,
"7161809406","201311",0,,24560,1.2755,21206,0.8686,10960,0.4617,0,
"7161809406","201312",0,,10080,1.2755,8392,0.8686,6000,0.4617,0,
"7172456879","201301",0,,0,1.279,0,0.8686,0,0.4582,0,
"7172456879","201302",0,,0,1.279,0,0.8686,0,0.4582,0,
"7172456879","201303",0,,0,1.279,0,0.8686,0,0.4582,0,
"7172456879","201304",0,,3205,1.279,3625,0.8686,2561,0.4582,0,
"7172456879","201305",0,,2166,1.279,2587,0.8686,1382,0.4582,0,
"7172456879","201306",0,,2212,1.279,2744,0.8686,695,0.4582,0,
"7172456879","201307",0,,2301,1.279,2724,0.8686,627,0.4582,0,
"7172456879","201308",0,,2658,1.279,2859,0.8686,849,0.4582,0,
"7172456879","201309",0,,2350,1.279,2418,0.8686,777,0.4582,0,
"7172456879","201310",0,,2949,1.2755,2896,0.8686,1168,0.4617,0,
"7172456879","201311",0,,3347,1.2755,3404,0.8686,1393,0.4617,0,
"7172456879","201312",0,,3130,1.2755,3347,0.8686,1069,0.4617,0,
"7410028381","201301",0,,145,1.279,318,0.8686,139,0.4582,0,
"7410028381","201302",0,,0,1.279,209,0.8686,0,0.4582,0,
"7410028381","201303",0,,2556,1.279,2936,0.8686,2555,0.4582,0,
"7410028381","201304",0,,278,1.279,511,0.8686,293,0.4582,0,
"7410028381","201305",0,,94,1.279,295,0.8686,65,0.4582,0,
"7410028381","201306",0,,60,1.279,270,0.8686,36,0.4582,0,
"7410028381","201307",0,,60,1.279,269,0.8686,30,0.4582,0,
"7410028381","201308",0,,90,1.279,299,0.8686,60,0.4582,0,
"7410028381","201309",0,,186,1.279,408,0.8686,73,0.4582,0,
"7410028381","201310",0,,0,1.2755,209,0.8686,0,0.4617,0,
"7410028381","201311",0,,0,1.2755,-7,0.8686,0,0.4617,0,
"7410028381","201312",0,,0,1.2755,0,0.8686,0,0.4617,0,
"7480009497","201301",0,,0,0.8065,0,0.5536,0,0.3007,0,
"7480009497","201302",0,,0,0.8065,0,0.5536,0,0.3007,0,
"7480009497","201303",0,,1800,0.8065,2490,0.5536,0,0.3007,0,
"7480009497","201304",0,,8200,0.8065,10253,0.5536,100,0.3007,0,
"7480009497","201305",0,,11000,0.8065,13821,0.5536,400,0.3007,0,
"7480009497","201306",0,,11300,0.8065,11407,0.5536,300,0.3007,0,
"7480009497","201307",0,,9500,0.8065,10679,0.5536,200,0.3007,0,
"7480009497","201308",0,,9300,0.8065,10782,0.5536,200,0.3007,0,
"7480009497","201309",0,,8400,0.8065,9558,0.5536,200,0.3007,0,
"7480009497","201309",0,,0,,0,,0,,0,
"7480009497","201310",0,,8600,0.8065,10017,0.5536,100,0.3007,0,
"7480009497","201310",0,,1200,0.8065,1268,0.5536,0,0.3007,0,
"7480009497","201311",0,,7900,0.803,8548,0.5536,300,0.3042,0,
"7480009497","201312",0,,12600,0.803,12841,0.5536,900,0.3042,0,
"7480054093","201301",0,,270,1.279,531,0.8686,30,0.4582,0,
"7480054093","201302",0,,60,1.279,320,0.8686,30,0.4582,0,
"7480054093","201303",0,,60,1.279,320,0.8686,60,0.4582,0,
"7480054093","201304",0,,60,1.279,380,0.8686,30,0.4582,0,
"7480054093","201305",0,,330,1.279,592,0.8686,150,0.4582,0,
"7480054093","201306",0,,240,1.279,561,0.8686,60,0.4582,0,
"7480054093","201307",0,,360,1.279,651,0.8686,60,0.4582,0,
"7480054093","201308",0,,390,1.279,501,0.8686,60,0.4582,0,
"7480054093","201309",0,,210,1.279,441,0.8686,30,0.4582,0,
"7480054093","201309",0,,0,,0,,0,,0,
"7480054093","201310",0,,0,1.279,0,0.8686,0,0.4582,0,
"7480054093","201310",0,,120,1.279,381,0.8686,30,0.4582,0,
"7480054093","201311",0,,300,1.2755,471,0.8686,90,0.4617,0,
"7480054093","201312",0,,0,1.2755,230,0.8686,0,0.4617,0,
"7480066175","201301",0,,6900,0.8065,6602,0.5536,400,0.3007,0,
"7480066175","201302",0,,7800,0.8065,6909,0.5536,1300,0.3007,0,
"7480066175","201303",0,,5800,0.8065,5604,0.5536,1200,0.3007,0,
"7480066175","201304",0,,6400,0.8065,6304,0.5536,1300,0.3007,0,
"7480066175","201305",0,,7400,0.8065,6910,0.5536,1500,0.3007,0,
"7480066175","201306",0,,6900,0.8065,7111,0.5536,1400,0.3007,0,
"7480066175","201307",0,,5800,0.8065,6005,0.5536,1500,0.3007,0,
"7480066175","201308",0,,5500,0.8065,5503,0.5536,1600,0.3007,0,
"7480066175","201309",0,,4600,0.8065,5097,0.5536,900,0.3007,0,
"7480066175","201309",0,,0,,0,,0,,0,
"7480066175","201310",0,,1400,0.8065,1329,0.5536,500,0.3007,0,
"7480066175","201310",0,,4100,0.8065,4278,0.5536,1100,0.3007,0,
"7480066175","201311",0,,5600,0.803,6002,0.5536,1200,0.3042,0,
"7480066175","201312",0,,5800,0.803,5801,0.5536,1500,0.3042,0,
"7560022666","201301",0,,2600,1.279,6400,0.8686,0,0.4582,0,
"7560022666","201302",0,,2000,1.279,2000,0.8686,2000,0.4582,0,
"7560022666","201303",0,,2000,1.279,5000,0.8686,1000,0.4582,0,
"7560022666","201304",0,,1200,1.279,8800,0.8686,1000,0.4582,0,
"7560022666","201305",0,,2000,1.279,4000,0.8686,6000,0.4582,0,
"7560022666","201306",0,,5000,1.279,20400,0.8686,0,0.4582,0,
"7560022666","201307",0,,6000,1.279,19800,0.8686,0,0.4582,0,
"7560022666","201308",0,,8600,1.279,18000,0.8686,2000,0.4582,0,
"7560022666","201309",0,,4400,1.279,18400,0.8686,4000,0.4582,0,
"7560022666","201310",0,,1838,1.279,5420,0.8686,966,0.4582,0,
"7560022666","201310",0,,1962,1.279,5780,0.8686,1034,0.4582,0,
"7560022666","201311",0,,10000,1.2755,9400,0.8686,2000,0.4617,0,
"7560022666","201312",0,,19600,1.2755,2600,0.8686,8000,0.4617,0,
"7560051725","201301",0,,0,1.294,4712,0.8786,0,0.4632,0,
"7560051725","201302",0,,0,1.294,5087,0.8786,0,0.4632,0,
"7560051725","201303",0,,0,1.294,500,0.8786,0,0.4632,0,
"7560051725","201304",0,,0,1.294,0,0.8786,0,0.4632,0,
"7560051725","201305",0,,0,1.294,674,0.8786,0,0.4632,0,
"7560051725","201306",0,,0,1.294,331,0.8786,0,0.4632,0,
"7560051725","201307",0,,0,1.294,0,0.8786,0,0.4632,0,
"7560051725","201308",0,,0,1.294,0,0.8786,0,0.4632,0,
"7560051725","201309",0,,0,1.294,0,0.8786,0,0.4632,0,
"7560051725","201310",0,,0,1.294,0,0.8786,0,0.4632,0,
"7560051725","201310",0,,0,1.294,0,0.8786,0,0.4632,0,
"7560051725","201311",0,,0,1.2905,0,0.8786,0,0.4667,0,
"7560051725","201312",0,,0,1.2905,0,0.8786,0,0.4667,0,
"7560057420","201301",0,,9600,1.279,10800,0.8686,7600,0.4582,0,
"7560057420","201302",0,,10000,1.279,12400,0.8686,29600,0.4582,0,
"7560057420","201303",0,,9200,1.279,7600,0.8686,6400,0.4582,0,
"7560057420","201304",0,,15200,1.279,15600,0.8686,12000,0.4582,0,
"7560057420","201305",0,,9600,1.279,9200,0.8686,7200,0.4582,0,
"7560057420","201306",0,,6000,1.279,5600,0.8686,2400,0.4582,0,
"7560057420","201307",0,,8000,1.279,6000,0.8686,6000,0.4582,0,
"7560057420","201308",0,,4000,1.279,5600,0.8686,2400,0.4582,0,
"7560057420","201309",0,,0,1.279,10000,0.8686,400,0.4582,0,
"7560057420","201310",0,,0,1.279,0,0.8686,0,0.4582,0,
"7560057420","201310",0,,0,1.279,0,0.8686,0,0.4582,0,
"7560057420","201311",0,,0,1.2755,0,0.8686,0,0.4617,0,
"7560057420","201312",0,,0,1.2755,0,0.8686,0,0.4617,0,
"7820029408","201301",0,,808,0.8065,568,0.5536,1032,0.3007,0,
"7820029408","201302",0,,616,0.8065,-552,0.5536,624,0.3007,0,
"7820029408","201303",0,,2880,0.8065,3360,0.5536,1680,0.3007,0,
"7820029408","201304",0,,8000,0.8065,6400,0.5536,2400,0.3007,0,
"7820029408","201305",0,,16000,0.8065,12000,0.5536,2400,0.3007,0,
"7820029408","201306",0,,74400,0.8065,58400,0.5536,35200,0.3007,0,
"7820029408","201307",0,,60000,0.8065,43200,0.5536,28800,0.3007,0,
"7820029408","201308",0,,56000,0.8065,39200,0.5536,28000,0.3007,0,
"7820029408","201309",0,,46400,0.8065,34400,0.5536,23200,0.3007,0,
"7820029408","201310",0,,1712,0.8065,1408,0.5536,832,0.3007,0,
"7820029408","201310",0,,49488,0.803,40992,0.5536,23968,0.3042,0,
"7820029408","201311",0,,22944,0.803,21368,0.5536,13856,0.3042,0,
"7820029408","201312",0,,10096,0.803,8880,0.5536,3176,0.3042,0,
"7850043658","201301",0,,5730,1.279,4701,0.8686,1950,0.4582,0,
"7850043658","201302",0,,3300,1.279,3014,0.8686,1410,0.4582,0,
"7850043658","201303",0,,2820,1.279,2796,0.8686,1170,0.4582,0,
"7850043658","201304",0,,5400,1.279,4478,0.8686,1680,0.4582,0,
"7850043658","201305",0,,3930,1.279,3508,0.8686,1500,0.4582,0,
"7850043658","201306",0,,4470,1.279,4068,0.8686,1530,0.4582,0,
"7850043658","201307",0,,5370,1.279,4738,0.8686,2040,0.4582,0,
"7850043658","201308",0,,3000,1.279,3109,0.8686,1410,0.4582,0,
"7850043658","201309",0,,4140,1.279,3980,0.8686,1710,0.4582,0,
"7850043658","201309",0,,0,,0,,0,,0,
"7850043658","201310",0,,2190,1.2755,1868,0.8686,780,0.4617,0,
"7850043658","201310",0,,3540,1.279,3053,0.8686,1110,0.4582,0,
"7850043658","201311",0,,5250,1.2755,4600,0.8686,1770,0.4617,0,
"7850043658","201312",0,,4860,1.2755,4500,0.8686,1680,0.4617,0,
"7850049092","201301",0,,0,1.279,0,0.8686,0,0.4582,0,
"7850049092","201302",0,,0,1.279,0,0.8686,0,0.4582,0,
"7850049092","201303",0,,0,1.279,11070,0.8686,0,0.4582,0,
"7850049092","201304",0,,0,1.279,2429,0.8686,0,0.4582,0,
"7850049092","201305",0,,0,1.279,2514,0.8686,0,0.4582,0,
"7850049092","201306",0,,0,1.279,2730,0.8686,0,0.4582,0,
"7850049092","201307",0,,0,1.279,0,0.8686,0,0.4582,0,
"7850049092","201308",0,,0,1.279,2083,0.8686,0,0.4582,0,
"7850049092","201309",0,,0,1.279,1508,0.8686,0,0.4582,0,
"7850049092","201309",0,,0,,0,,0,,0,
"7850049092","201310",0,,0,1.279,910,0.8686,0,0.4582,0,
"7850049092","201310",0,,0,1.279,729,0.8686,0,0.4582,0,
"7850049092","201311",0,,0,1.2755,0,0.8686,0,0.4617,0,
"7850049092","201312",0,,0,1.2755,1412,0.8686,0,0.4617,0,
"7855297685","201301",0,,0,1.279,0,0.8686,0,0.4582,0,
"7855297685","201302",0,,0,1.279,0,0.8686,0,0.4582,0,
"7855297685","201303",0,,0,1.279,0,0.8686,0,0.4582,0,
"7855297685","201304",0,,0,1.279,0,0.8686,0,0.4582,0,
"7855297685","201305",0,,0,1.279,0,0.8686,0,0.4582,0,
"7855297685","201306",0,,0,1.279,0,0.8686,0,0.4582,0,
"7855297685","201307",0,,0,1.279,0,0.8686,0,0.4582,0,
"7855297685","201308",0,,0,1.279,0,0.8686,0,0.4582,0,
"7855297685","201309",0,,0,1.279,0,0.8686,0,0.4582,0,
"7855297685","201309",0,,0,,0,,0,,0,
"7855297685","201310",0,,0,1.2755,0,0.8686,0,0.4617,0,
"7855297685","201310",0,,0,1.279,0,0.8686,0,0.4582,0,
"7855297685","201311",0,,0,1.2755,0,0.8686,0,0.4617,0,
"7855297685","201312",0,,18400,1.2755,19200,0.8686,12800,0.4617,0,
"8000077972","201301",0,,2031,0.8135,2042,0.5606,1663,0.3077,0,
"8000077972","201302",0,,1618,0.8135,2077,0.5606,1426,0.3077,0,
"8000077972","201303",0,,1446,0.8135,701,0.5606,1482,0.3077,0,
"8000077972","201304",0,,942,0.8135,988,0.5606,842,0.3077,0,
"8000077972","201305",0,,549,0.8135,434,0.5606,544,0.3077,0,
"8000077972","201306",0,,615,0.8135,580,0.5606,640,0.3077,0,
"8000077972","201307",0,,756,0.8135,761,0.5606,696,0.3077,0,
"8000077972","201308",0,,862,0.8135,897,0.5606,731,0.3077,0,
"8000077972","201309",0,,1104,0.8135,1139,0.5606,595,0.3077,0,
"8000077972","201310",0,,1845,0.81,1799,0.5606,766,0.3112,0,
"8000077972","201311",0,,121,0.81,111,0.5606,151,0.3112,0,
"8000077972","201312",0,,0,0.81,0,0.5606,0,0.3112,0,
"8027065516","201301",0,,1236,1.294,1247,0.8786,1260,0.4632,0,
"8027065516","201302",0,,884,1.294,897,0.8786,796,0.4632,0,
"8027065516","201303",0,,759,1.294,801,0.8786,670,0.4632,0,
"8027065516","201304",0,,427,1.294,427,0.8786,268,0.4632,0,
"8027065516","201305",0,,0,1.294,0,0.8786,0,0.4632,0,
"8027065516","201306",0,,1523,1.294,1647,0.8786,697,0.4632,0,
"8027065516","201307",0,,427,1.294,427,0.8786,268,0.4632,0,
"8027065516","201308",0,,642,1.294,806,0.8786,6,0.4632,0,
"8027065516","201309",0,,320,1.294,402,0.8786,66,0.4632,0,
"8027065516","201310",0,,426,1.294,467,0.8786,151,0.4632,0,
"8027065516","201310",0,,284,1.294,312,0.8786,100,0.4632,0,
"8027065516","201311",0,,820,1.2905,782,0.8786,449,0.4667,0,
"8027065516","201312",0,,428,1.2905,453,0.8786,306,0.4667,0,
"8030865822","201301",0,,0,1.305,326,0.8896,0,0.4742,0,
"8030865822","201302",0,,0,1.305,304,0.8896,0,0.4742,0,
"8030865822","201303",0,,0,1.305,280,0.8896,0,0.4742,0,
"8030865822","201304",0,,0,1.305,40,0.8896,0,0.4742,0,
"8030865822","201304",0,,0,1.305,19,0.8896,0,0.4742,0,
"8030865822","201305",0,,0,1.305,357,0.8896,0,0.4742,0,
"8030865822","201306",0,,0,1.305,808,0.8896,0,0.4742,0,
"8030865822","201307",0,,0,1.305,315,0.8896,0,0.4742,0,
"8030865822","201308",0,,0,1.305,793,0.8896,0,0.4742,0,
"8030865822","201309",0,,0,1.305,570,0.8896,0,0.4742,0,
"8030865822","201310",0,,0,1.305,247,0.8896,0,0.4742,0,
"8030865822","201310",0,,0,1.305,178,0.8896,0,0.4742,0,
"8030865822","201311",0,,0,1.3015,591,0.8896,0,0.4777,0,
"8030865822","201312",0,,0,1.3015,361,0.8896,0,0.4777,0,
"8071884808","201301",0,,0,1.294,0,0.8786,0,0.4632,0,
"8071884808","201302",0,,0,1.294,0,0.8786,0,0.4632,0,
"8071884808","201303",0,,0,1.294,0,0.8786,0,0.4632,0,
"8071884808","201304",0,,0,1.294,0,0.8786,0,0.4632,0,
"8071884808","201305",0,,0,1.294,0,0.8786,0,0.4632,0,
"8071884808","201306",0,,0,1.294,0,0.8786,0,0.4632,0,
"8071884808","201307",0,,0,1.294,0,0.8786,0,0.4632,0,
"8071884808","201308",0,,0,1.294,0,0.8786,0,0.4632,0,
"8071884808","201309",0,,0,1.294,0,0.8786,0,0.4632,0,
"8071884808","201310",0,,0,1.294,0,0.8786,0,0.4632,0,
"8071884808","201310",0,,0,1.294,0,0.8786,0,0.4632,0,
"8071884808","201311",0,,0,1.2905,0,0.8786,0,0.4667,0,
"8071884808","201312",0,,0,1.2905,0,0.8786,0,0.4667,0,
"8074308679","201301",0,,593,1.279,895,0.8686,502,0.4582,0,
"8074308679","201302",0,,439,1.279,754,0.8686,386,0.4582,0,
"8074308679","201303",0,,184,1.279,491,0.8686,126,0.4582,0,
"8074308679","201304",0,,110,1.279,406,0.8686,129,0.4582,0,
"8074308679","201305",0,,306,1.279,577,0.8686,116,0.4582,0,
"8074308679","201306",0,,242,1.279,554,0.8686,106,0.4582,0,
"8074308679","201307",0,,143,1.279,391,0.8686,91,0.4582,0,
"8074308679","201308",0,,366,1.279,650,0.8686,448,0.4582,0,
"8074308679","201309",0,,0,,0,,0,,0,
"8074308679","201309",0,,37,1.279,39,0.8686,27,0.4582,0,
"8074308679","201309",0,,804,1.279,900,0.8686,1102,0.4582,0,
"8074308679","201310",0,,568,1.2755,863,0.8686,610,0.4617,0,
"8074308679","201311",0,,253,1.2755,487,0.8686,306,0.4617,0,
"8074308679","201312",0,,0,1.2755,288,0.8686,0,0.4617,0,
"8076811676","201301",0,,3048,0.8135,3258,0.5606,1536,0.3077,0,
"8076811676","201302",0,,3594,0.8135,3528,0.5606,1584,0.3077,0,
"8076811676","201303",0,,12474,0.8135,11388,0.5606,5178,0.3077,0,
"8076811676","201304",0,,8994,0.8135,7818,0.5606,2496,0.3077,0,
"8076811676","201305",0,,10890,0.8135,9606,0.5606,3096,0.3077,0,
"8076811676","201306",0,,9234,0.8135,8538,0.5606,2736,0.3077,0,
"8076811676","201307",0,,4476,0.8135,3816,0.5606,810,0.3077,0,
"8076811676","201308",0,,2850,0.8135,2556,0.5606,852,0.3077,0,
"8076811676","201309",0,,8478,0.8135,7044,0.5606,1602,0.3077,0,
"8076811676","201310",0,,8820,0.81,7014,0.5606,2316,0.3112,0,
"8076811676","201311",0,,14244,0.81,13602,0.5606,3384,0.3112,0,
"8076811676","201312",0,,7740,0.81,9672,0.5606,8988,0.3112,0,
"8077011396","201301",0,,40500,1.29,27020,0.8796,24000,0.4692,0,
"8077011396","201302",0,,45000,1.29,40530,0.8796,25500,0.4692,0,
"8077011396","201303",0,,34500,1.29,27014,0.8796,15000,0.4692,0,
"8077011396","201304",0,,18000,1.29,10503,0.8796,4500,0.4692,0,
"8077011396","201305",0,,4500,1.29,6001,0.8796,1500,0.4692,0,
"8077011396","201306",0,,6000,1.29,4500,0.8796,1500,0.4692,0,
"8077011396","201307",0,,3000,1.29,7500,0.8796,0,0.4692,0,
"8077011396","201308",0,,4500,1.29,1500,0.8796,1500,0.4692,0,
"8077011396","201309",0,,4500,1.29,6001,0.8796,1500,0.4692,0,
"8077011396","201309",0,,0,,0,,0,,0,
"8077011396","201310",0,,1500,1.29,1500,0.8796,1500,0.4692,0,
"8077011396","201310",0,,0,1.2865,1500,0.8796,0,0.4727,0,
"8077011396","201311",0,,18000,1.2865,9002,0.8796,3000,0.4727,0,
"8077011396","201312",0,,25500,1.2865,22508,0.8796,9000,0.4727,0,
"8086686415","201301",0,,5628,1.29,6551,0.8796,3617,0.4692,0,
"8086686415","201302",0,,0,1.29,346,0.8796,0,0.4692,0,
"8086686415","201303",0,,0,1.29,81,0.8796,0,0.4692,0,
"8086686415","201303",0,,0,,0,,0,,0,
"8112649201","201301",0,,1800,1.279,2661,0.8686,1200,0.4582,0,
"8112649201","201302",0,,800,1.279,1459,0.8686,800,0.4582,0,
"8112649201","201303",0,,5200,1.279,6485,0.8686,2200,0.4582,0,
"8112649201","201304",0,,34200,1.279,40036,0.8686,25600,0.4582,0,
"8112649201","201305",0,,39400,1.279,43063,0.8686,33200,0.4582,0,
"8112649201","201306",0,,39400,1.279,43063,0.8686,33200,0.4582,0,
"8112649201","201307",0,,38000,1.279,53350,0.8686,9800,0.4582,0,
"8112649201","201308",0,,50200,1.279,53653,0.8686,62000,0.4582,0,
"8112649201","201309",0,,47000,1.279,54248,0.8686,35400,0.4582,0,
"8112649201","201310",0,,47800,1.2755,57174,0.8686,35400,0.4617,0,
"8112649201","201311",0,,52400,1.2755,58698,0.8686,37800,0.4617,0,
"8112649201","201312",0,,55200,1.2755,65230,0.8686,41200,0.4617,0,
"8115235674","201301",0,,3026,1.29,3423,0.8796,2676,0.4692,0,
"8115235674","201302",0,,0,1.29,346,0.8796,0,0.4692,0,
"8115235674","201303",0,,0,1.29,346,0.8796,0,0.4692,0,
"8115235674","201304",0,,6707,1.29,7535,0.8796,5480,0.4692,0,
"8115235674","201305",0,,4267,1.29,4821,0.8796,2008,0.4692,0,
"8115235674","201306",0,,1633,1.29,1947,0.8796,806,0.4692,0,
"8115235674","201307",0,,959,1.29,1299,0.8796,482,0.4692,0,
"8115235674","201308",0,,816,1.29,1068,0.8796,422,0.4692,0,
"8115235674","201309",0,,0,,0,,0,,0,
"8115235674","201309",0,,1266,1.29,1546,0.8796,297,0.4692,0,
"8115235674","201310",0,,422,1.29,450,0.8796,99,0.4692,0,
"8115235674","201310",0,,2284,1.2865,2555,0.8796,932,0.4727,0,
"8115235674","201311",0,,3777,1.2865,4295,0.8796,1282,0.4727,0,
"8115235674","201312",0,,0,1.2865,346,0.8796,0,0.4727,0,
"8125225142","201301",0,,720,1.279,1047,0.8686,600,0.4582,0,
"8125225142","201302",0,,0,1.279,446,0.8686,0,0.4582,0,
"8125225142","201303",0,,1080,1.279,1407,0.8686,1080,0.4582,0,
"8125225142","201304",0,,1080,1.279,1767,0.8686,600,0.4582,0,
"8125225142","201305",0,,5040,1.279,5381,0.8686,1080,0.4582,0,
"8125225142","201306",0,,8520,1.279,7785,0.8686,600,0.4582,0,
"8125225142","201307",0,,9720,1.279,7791,0.8686,1680,0.4582,0,
"8125225142","201308",0,,8760,1.279,8386,0.8686,2760,0.4582,0,
"8125225142","201309",0,,15720,1.279,14666,0.8686,4440,0.4582,0,
"8125225142","201309",0,,0,,0,,0,,0,
"8125225142","201310",0,,5280,1.279,5086,0.8686,1080,0.4582,0,
"8125225142","201310",0,,10800,1.279,10176,0.8686,2160,0.4582,0,
"8125225142","201311",0,,15720,1.2755,15383,0.8686,3960,0.4617,0,
"8125225142","201312",0,,21360,1.2755,19887,0.8686,9840,0.4617,0,
"8127759186","201310",0,,76,1.29,152,0.8796,76,0.4692,0,
"8127759186","201310",0,,324,1.2865,648,0.8796,324,0.4727,0,
"8127759186","201311",0,,800,1.2865,1200,0.8796,400,0.4727,0,
"8127759186","201312",0,,1200,1.2865,400,0.8796,800,0.4727,0,
"8147801708","201306",0,,14320,1.29,14624,0.8796,2880,0.4692,0,
"8147801708","201307",0,,6160,1.29,6276,0.8796,5520,0.4692,0,
"8147801708","201308",0,,6400,1.29,7660,0.8796,6240,0.4692,0,
"8147801708","201309",0,,0,1.29,0,0.8796,0,0.4692,0,
"8147801708","201309",0,,10960,1.29,11472,0.8796,10800,0.4692,0,
"8147801708","201309",0,,0,,0,,0,,0,
"8147801708","201310",0,,6560,1.2865,6838,0.8796,3680,0.4727,0,
"8147801708","201311",0,,4240,1.2865,3825,0.8796,1520,0.4727,0,
"8147801708","201312",0,,4880,1.2865,2703,0.8796,800,0.4727,0,
"8155814738","201311",0,,0,1.2755,0,0.8686,0,0.4617,0,
"8155814738","201312",0,,28500,1.2755,37500,0.8686,13500,0.4617,0,
"8158196734","201309",0,,5100,1.279,3300,0.8686,25200,0.4582,0,
"8158196734","201310",0,,13200,1.2755,4500,0.8686,52500,0.4617,0,
"8158196734","201311",0,,21000,1.2755,3600,0.8686,58800,0.4617,0,
"8158196734","201312",0,,10500,1.2755,5400,0.8686,59100,0.4617,0,
