
======================================================================================
----------------------------------------------------------------------------
	簇个数:	 199
--------------------------------------
	簇ID:	 计数

7,1,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1738.0,0.0,0.0
8,1,||,0.0,0.0,0.0,0.0,0.0,1360.0,6460.0,10600.0,10420.0,2400.0,0.0,0.0
9,1,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5223.0,4090.0,2631.0,0.0
10,1,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27006.0,20212.0,16068.0,403.0,0.0
11,1,||,0.0,0.0,0.0,0.0,6685.0,2745.0,0.0,6207.0,3288.0,0.0,4883.0,0.0
12,1,||,0.0,0.0,0.0,0.0,126.0,9781.0,8985.0,8170.0,8970.0,12194.0,12191.0,3071.0
13,1,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21454.0,15939.0,108.0
14,1,||,0.0,0.0,0.0,0.0,0.0,31824.0,17956.0,20300.0,33232.0,17078.0,9585.0,8383.0
15,3,||,0.0,0.0,0.0,0.0,0.0,40.0,1.6666666666666667,2.3333333333333335,40.0,219.66666666666666,245.66666666666666,237.0
16,1,||,0.0,0.0,0.0,0.0,0.0,9089.0,8574.0,1733.0,3965.0,2702.0,0.0,0.0
17,1,||,0.0,0.0,0.0,0.0,0.0,0.0,3770.0,0.0,1.0,0.0,0.0,1.0
18,1,||,0.0,0.0,0.0,0.0,0.0,11823.0,2342.0,2997.0,194.0,58.0,0.0,0.0
19,1,||,0.0,0.0,0.0,0.0,1577.0,314.0,0.0,3641.0,1901.0,0.0,0.0,0.0
20,6,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811.3333333333334,15.0
21,1,||,0.0,0.0,0.0,0.0,0.0,0.0,5850.0,4020.0,1380.0,0.0,0.0,0.0
22,1,||,0.0,0.0,0.0,0.0,446.0,967.0,567.0,373.0,684.0,654.0,216.0,0.0
23,1,||,0.0,0.0,0.0,0.0,0.0,0.0,1646.0,2443.0,2807.0,2226.0,1312.0,1540.0
24,3,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952.3333333333334,41.0,44.333333333333336
25,1,||,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,4000.0,0.0,0.0,0.0
26,1,||,0.0,0.0,0.0,9391.0,6135.0,5651.0,5652.0,6366.0,5545.0,7013.0,8144.0,7546.0
27,1,||,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,332.0,0.0,0.0,0.0
28,1,||,0.0,0.0,0.0,0.0,2962.0,6245.0,670.0,3003.0,3101.0,212.0,64.0,0.0
29,1,||,0.0,0.0,0.0,0.0,0.0,4400.0,3438.0,815.0,1947.0,1471.0,0.0,0.0
30,39,||,0.0,0.0,0.0,4.17948717948718,14.948717948717949,28.58974358974359,55.12820512820513,73.07692307692308,66.76923076923077,59.46153846153846,43.15384615384615,40.07692307692308
31,4,||,0.0,0.0,0.0,1016.75,0.0,395.0,0.0,300.25,0.0,345.0,0.0,412.0
32,1,||,0.0,0.0,0.0,0.0,0.0,3014.0,1298.0,1549.0,1377.0,492.0,-3.0,0.0
33,1,||,0.0,0.0,0.0,0.0,0.0,0.0,453.0,340.0,1786.0,9571.0,2138.0,0.0
34,1,||,0.0,0.0,0.0,1748.0,0.0,800.0,0.0,719.0,0.0,1164.0,0.0,3397.0
35,1,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7211.0,4541.0,252.0
36,1,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10775.0,0.0,4847.0,0.0
37,1,||,0.0,0.0,0.0,0.0,0.0,2202.0,1436.0,559.0,328.0,85.0,0.0,0.0
38,1,||,0.0,0.0,0.0,0.0,0.0,1688.0,788.0,828.0,996.0,741.0,1147.0,982.0
39,3,||,0.0,0.0,0.0,0.6666666666666666,10.333333333333334,51.0,153.66666666666666,363.0,313.6666666666667,325.3333333333333,438.3333333333333,379.3333333333333
40,13,||,0.0,0.0,0.0,3.8461538461538463,0.38461538461538464,273.9230769230769,56.61538461538461,55.84615384615385,23.76923076923077,64.46153846153847,27.076923076923077,20.153846153846153
41,1,||,0.0,0.0,0.0,0.0,0.0,400.0,0.0,400.0,0.0,0.0,0.0,0.0
42,1,||,0.0,0.0,0.0,0.0,0.0,0.0,1661.0,0.0,282.0,0.0,376.0,0.0
43,1,||,0.0,0.0,0.0,24.0,0.0,161.0,0.0,2125.0,0.0,3115.0,0.0,2694.0
44,1,||,0.0,0.0,0.0,4410.0,0.0,1200.0,510.0,930.0,0.0,3540.0,0.0,720.0
45,1,||,0.0,0.0,0.0,0.0,0.0,428.0,0.0,0.0,0.0,458.0,0.0,294.0
46,1,||,0.0,0.0,0.0,0.0,0.0,3361.0,2004.0,38.0,435.0,608.0,-67.0,0.0
47,3,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1699.0
48,4,||,0.0,0.0,0.0,0.0,14.0,69.75,14.75,306.0,18.0,25.75,7.0,254.5
49,3,||,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,42.333333333333336,128.0,266.6666666666667,878.3333333333334
50,1,||,0.0,0.0,0.0,0.0,0.0,694.0,0.0,3602.0,3385.0,1777.0,1670.0,2176.0
51,2,||,0.0,0.0,0.0,134.5,249.5,132.5,117.0,118.0,56.0,44.5,305.5,157.0
52,5,||,0.0,0.0,0.0,1.2,0.0,0.2,311.2,56.0,128.8,18.2,172.8,40.0
53,1,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3012.0,3011.0,3190.0,3102.0,1110.0
54,1,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,2400.0,2400.0
55,1,||,0.0,0.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0,3.0,548.0,86.0
56,3,||,0.0,0.0,0.0,264.6666666666667,271.6666666666667,209.66666666666666,117.0,96.33333333333333,120.0,84.66666666666667,181.66666666666666,125.66666666666667
57,52,||,0.0,0.0,0.0,4.673076923076923,3.9038461538461537,14.307692307692308,1.7115384615384615,5.730769230769231,4.096153846153846,12.538461538461538,3.3846153846153846,141.94230769230768
58,2,||,0.0,0.0,0.0,0.0,0.5,3.5,0.0,822.0,20.0,59.5,75.0,49.0
59,4,||,0.0,0.0,0.0,0.0,0.0,641.25,188.5,181.5,209.0,145.75,181.75,196.0
60,16,||,0.0,0.0,0.0,2.6875,3.1875,2.3125,15.8125,128.375,135.875,123.625,146.5,138.5
61,3,||,0.0,0.0,0.0,0.0,0.0,61.0,98.33333333333333,108.0,972.6666666666666,186.0,355.0,256.3333333333333
62,3,||,0.0,0.0,0.0,0.0,776.6666666666666,0.0,245.33333333333334,0.0,243.33333333333334,0.0,309.6666666666667,0.0
63,1,||,0.0,0.0,0.0,0.0,0.0,625.0,0.0,0.0,0.0,0.0,0.0,819.0
64,1,||,0.0,0.0,0.0,0.0,2846.0,0.0,1266.0,2084.0,1496.0,560.0,983.0,1008.0
65,3,||,0.0,0.0,0.0,0.0,1659.6666666666667,216.66666666666666,149.33333333333334,55.0,7.666666666666667,0.3333333333333333,61.666666666666664,0.0
66,7,||,0.0,0.0,0.0,282.7142857142857,14.428571428571429,32.0,12.142857142857142,37.0,1.5714285714285714,8.0,19.857142857142858,5.714285714285714
67,1,||,0.0,0.0,0.0,195.0,0.0,3430.0,2718.0,1507.0,1130.0,274.0,-201.0,0.0
68,15,||,0.0,0.0,0.0,162.53333333333333,0.0,34.4,0.0,114.2,0.0,92.13333333333334,0.0,86.66666666666667
69,15,||,0.0,0.0,0.0,0.0,0.06666666666666667,3.466666666666667,2.3333333333333335,3.4,6.666666666666667,206.6,47.53333333333333,44.86666666666667
70,1,||,0.0,0.0,0.0,0.0,0.0,39.0,204.0,248.0,3257.0,1458.0,1872.0,1833.0
71,1,||,0.0,0.0,0.0,0.0,1380.0,11071.0,3433.0,2051.0,730.0,340.0,17.0,0.0
72,1,||,0.0,0.0,0.0,0.0,0.0,6317.0,4615.0,4065.0,3312.0,318.0,0.0,0.0
73,1,||,0.0,0.0,0.0,1369.0,0.0,888.0,0.0,0.0,0.0,1471.0,0.0,512.0
74,5,||,0.0,0.0,0.0,321.8,0.0,254.8,0.0,257.8,0.0,276.0,0.0,266.6
75,95,||,0.0,0.0,0.0,3.0631578947368423,5.705263157894737,6.136842105263158,4.294736842105263,5.505263157894737,11.23157894736842,23.610526315789475,40.07368421052632,22.42105263157895
76,4,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.25,0.0,348.5
77,8,||,0.0,0.0,0.0,0.0,234.25,0.5,35.0,3.75,151.75,12.0,106.75,12.5
78,1,||,0.0,0.0,0.0,500.0,227.0,0.0,0.0,0.0,257.0,200.0,0.0,513.0
79,1,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3093.0,1085.0,0.0,0.0,0.0
80,1,||,0.0,0.0,0.0,0.0,0.0,0.0,2867.0,0.0,293.0,0.0,670.0,0.0
81,7,||,0.0,0.0,0.0,0.0,0.0,4.428571428571429,21.857142857142858,41.857142857142854,18.571428571428573,22.714285714285715,49.0,469.57142857142856
82,1,||,0.0,0.0,0.0,1950.0,0.0,540.0,120.0,492.0,582.0,522.0,126.0,126.0
83,1,||,0.0,0.0,0.0,0.0,0.0,573.0,0.0,588.0,0.0,553.0,0.0,494.0
84,1,||,0.0,0.0,0.0,66.0,747.0,802.0,1016.0,156.0,0.0,0.0,0.0,0.0
85,1,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3075.0
86,5,||,0.0,0.0,0.0,36.0,0.0,81.4,0.0,192.0,0.0,175.2,0.0,112.8
87,1,||,0.0,0.0,0.0,0.0,310.0,301.0,286.0,348.0,338.0,354.0,386.0,83.0
88,1,||,0.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,878.0,100.0
89,22,||,0.0,0.0,0.0,96.68181818181819,7.5,10.681818181818182,1.0,6.909090909090909,1.7727272727272727,6.590909090909091,2.5454545454545454,7.136363636363637
90,7,||,0.0,0.0,0.0,584.1428571428571,0.0,256.42857142857144,0.0,290.57142857142856,0.0,189.0,0.0,339.14285714285717
91,2,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991.5,0.0,729.0,0.0
92,8,||,0.0,0.0,0.0,18.875,0.0,40.25,0.0,205.375,0.0,263.5,0.0,312.0
93,1,||,0.0,0.0,0.0,0.0,0.0,998.0,0.0,398.0,0.0,394.0,0.0,368.0
94,4,||,0.0,0.0,0.0,0.25,46.25,16.5,47.5,0.0,0.0,447.5,17.0,4.25
95,1,||,0.0,0.0,0.0,0.0,0.0,4095.0,2652.0,1496.0,2244.0,863.0,0.0,0.0
96,2,||,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,544.5,33.5,1032.5,180.5
97,2,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1550.0,160.0
98,3,||,0.0,0.0,0.0,678.3333333333334,206.66666666666666,108.66666666666667,277.6666666666667,186.0,173.33333333333334,156.66666666666666,237.66666666666666,232.33333333333334
99,1,||,0.0,0.0,0.0,443.0,90.0,82.0,75.0,55.0,212.0,35.0,297.0,391.0
100,1,||,0.0,0.0,0.0,0.0,0.0,342.0,1000.0,786.0,120.0,200.0,92.0,20.0
101,3,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,136.33333333333334,101.0,123.33333333333333
102,4,||,0.0,0.0,0.0,0.0,0.0,370.75,7.75,5.5,2.75,2.5,0.0,3.25
103,1,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1172.0
104,1,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741.0,453.0,831.0,636.0
105,4,||,0.0,0.0,0.0,281.25,0.0,1.5,0.0,0.0,0.0,261.25,0.0,43.0
106,6,||,0.0,0.0,0.0,57.833333333333336,0.0,223.83333333333334,0.0,373.5,0.0,343.8333333333333,0.0,327.3333333333333
107,6,||,0.0,0.0,0.0,0.0,256.3333333333333,56.5,1.3333333333333333,1.6666666666666667,3.6666666666666665,2.5,5.833333333333333,4.5
108,2,||,0.0,0.0,0.0,0.0,0.0,0.0,57.5,0.0,503.5,0.0,344.0,150.0
109,1,||,0.0,0.0,0.0,0.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,14,||,0.0,0.0,0.0,0.0,4.142857142857143,8.928571428571429,168.35714285714286,21.142857142857142,19.0,3.857142857142857,24.285714285714285,0.5714285714285714
111,1,||,0.0,0.0,0.0,0.0,187.0,895.0,1056.0,1373.0,1108.0,718.0,291.0,154.0
112,1,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.0,314.0,280.0,349.0,282.0
113,2,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778.5,0.0,0.0,0.0
114,6,||,0.0,0.0,0.0,0.0,370.3333333333333,0.0,249.16666666666666,0.0,132.33333333333334,0.0,117.66666666666667,0.0
115,1,||,0.0,0.0,0.0,0.0,0.0,231.0,247.0,357.0,400.0,627.0,390.0,700.0
116,1,||,0.0,0.0,0.0,0.0,0.0,0.0,2605.0,372.0,421.0,457.0,383.0,344.0
117,1,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,0.0,774.0,0.0,813.0
118,1,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,0.0,635.0,0.0
119,5,||,0.0,0.0,0.0,1.6,10.0,11.2,7.2,23.6,124.8,295.0,493.0,452.6
120,1,||,0.0,0.0,0.0,43.0,444.0,433.0,396.0,217.0,132.0,126.0,147.0,79.0
121,6,||,0.0,0.0,0.0,36.166666666666664,141.66666666666666,152.5,164.33333333333334,166.33333333333334,97.33333333333333,112.66666666666667,70.5,49.166666666666664
122,7,||,0.0,0.0,0.0,581.1428571428571,0.0,229.71428571428572,0.0,95.57142857142857,0.0,155.14285714285714,0.0,139.0
123,3,||,0.0,0.0,0.0,0.0,0.0,16.0,319.3333333333333,384.6666666666667,353.3333333333333,245.33333333333334,276.3333333333333,210.66666666666666
124,8,||,0.0,0.0,0.0,0.0,0.0,6.625,3.625,16.25,225.375,43.25,31.75,16.875
125,1,||,0.0,0.0,0.0,648.0,0.0,470.0,0.0,381.0,0.0,407.0,0.0,0.0
126,8,||,0.0,0.0,0.0,0.0,59.375,0.0,92.0,0.0,296.25,0.0,287.625,0.0
127,45,||,0.0,0.0,0.0,2.888888888888889,6.444444444444445,4.4,8.355555555555556,7.866666666666666,18.466666666666665,43.48888888888889,116.37777777777778,77.84444444444445
128,1,||,0.0,0.0,0.0,90.0,0.0,0.0,0.0,594.0,0.0,488.0,0.0,224.0
129,1,||,0.0,0.0,0.0,0.0,0.0,2373.0,1563.0,1200.0,1066.0,815.0,0.0,0.0
130,1,||,0.0,0.0,0.0,0.0,0.0,537.0,0.0,0.0,0.0,292.0,0.0,0.0
131,6,||,0.0,0.0,0.0,0.0,449.5,183.16666666666666,85.66666666666667,82.0,89.83333333333333,93.0,91.5,108.5
132,14,||,0.0,0.0,0.0,3.4285714285714284,0.8571428571428571,7.5,5.428571428571429,40.642857142857146,9.428571428571429,168.28571428571428,11.214285714285714,259.57142857142856
133,5,||,0.0,0.0,0.0,0.0,69.4,194.8,200.0,132.0,264.6,161.4,166.6,180.6
134,1,||,0.0,0.0,0.0,0.0,0.0,323.0,0.0,0.0,0.0,0.0,0.0,276.0
135,2,||,0.0,0.0,0.0,0.5,161.5,539.0,371.0,15.0,191.0,63.5,434.5,390.0
136,3,||,0.0,0.0,0.0,0.0,0.0,0.0,679.3333333333334,149.66666666666666,86.33333333333333,76.66666666666667,92.0,105.66666666666667
137,1,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,1179.0,842.0,0.0,0.0
138,2,||,0.0,0.0,0.0,0.0,20.0,35.0,153.5,193.0,240.0,508.5,32.5,34.0
139,2,||,0.0,0.0,0.0,0.0,0.0,468.0,0.0,136.0,25.0,97.5,24.0,118.5
140,6,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721.5
141,1,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,609.0
142,8,||,0.0,0.0,0.0,204.75,0.0,140.5,0.0,143.125,0.0,159.375,0.0,170.75
143,1,||,0.0,0.0,0.0,0.0,0.0,364.0,0.0,37.0,243.0,17.0,188.0,61.0
144,1,||,0.0,0.0,0.0,0.0,0.0,4596.0,3090.0,491.0,1206.0,-7.0,0.0,0.0
145,1,||,0.0,0.0,0.0,238.0,0.0,328.0,0.0,201.0,0.0,131.0,0.0,23.0
146,32,||,0.0,0.0,0.0,9.75,6.96875,2.625,2.8125,3.28125,2.34375,5.375,6.375,286.9375
147,2,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,117.0
148,11,||,0.0,0.0,0.0,1.3636363636363635,4.181818181818182,4.181818181818182,40.0,6.818181818181818,130.72727272727272,1.8181818181818181,120.0909090909091,5.2727272727272725
149,1,||,0.0,0.0,0.0,353.0,0.0,0.0,0.0,388.0,0.0,195.0,0.0,2.0
150,4,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.25
151,1,||,0.0,0.0,0.0,167.0,0.0,535.0,0.0,868.0,0.0,1487.0,0.0,654.0
152,1,||,0.0,0.0,0.0,0.0,0.0,106.0,376.0,9.0,431.0,182.0,0.0,0.0
153,3,||,0.0,0.0,0.0,10.0,0.0,96.33333333333333,200.0,272.6666666666667,276.3333333333333,214.0,13.0,0.0
154,1,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1682.0,807.0,936.0
155,1,||,0.0,0.0,0.0,0.0,1106.0,8.0,14.0,137.0,163.0,153.0,299.0,146.0
156,1,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0
157,2,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.5,0.0,0.0,0.0
158,25,||,0.0,0.0,0.0,10.32,118.32,22.76,20.72,21.0,12.56,17.52,21.36,11.84
159,2,||,0.0,0.0,0.0,0.0,0.0,1849.0,1130.0,255.5,585.5,47.0,21.5,133.5
160,3,||,0.0,0.0,0.0,63.666666666666664,0.0,402.0,0.0,382.0,0.0,401.0,0.0,455.0
161,4,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,580.25,78.75,38.25
162,1,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0,209.0,223.0,232.0,208.0
163,12,||,0.0,0.0,0.0,393.6666666666667,0.0,133.91666666666666,0.0,185.25,0.0,124.16666666666667,0.0,184.58333333333334
164,3,||,0.0,0.0,0.0,18.666666666666668,191.66666666666666,253.0,132.0,140.66666666666666,188.0,180.33333333333334,223.66666666666666,128.66666666666666
165,1,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1896.0,258.0,390.0
166,7,||,0.0,0.0,0.0,467.42857142857144,120.57142857142857,118.42857142857143,110.42857142857143,118.42857142857143,112.14285714285714,104.14285714285714,132.0,118.57142857142857
167,7,||,0.0,0.0,0.0,469.85714285714283,34.285714285714285,29.142857142857142,16.714285714285715,49.857142857142854,17.571428571428573,12.714285714285714,14.142857142857142,42.714285714285715
168,2,||,0.0,0.0,0.0,0.0,0.0,357.5,265.5,105.5,4.0,0.5,0.0,0.0
169,15,||,0.0,0.0,0.0,11.2,2.533333333333333,4.8,10.2,15.066666666666666,31.133333333333333,30.466666666666665,230.33333333333334,198.66666666666666
170,1,||,0.0,0.0,0.0,0.0,200.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0
171,5,||,0.0,0.0,0.0,0.0,0.0,4.6,354.6,24.2,11.6,8.0,13.0,20.2
172,3,||,0.0,0.0,0.0,785.0,0.0,425.0,0.0,387.3333333333333,0.0,420.0,0.0,547.3333333333334
173,8,||,0.0,0.0,0.0,96.625,59.5,21.0,50.25,55.75,72.0,56.375,61.125,61.75
174,35,||,0.0,0.0,0.0,2.2285714285714286,3.6285714285714286,7.828571428571428,12.314285714285715,9.8,92.82857142857142,19.17142857142857,16.714285714285715,21.0
175,1,||,0.0,0.0,0.0,0.0,0.0,0.0,1198.0,187.0,166.0,155.0,210.0,217.0
176,20,||,0.0,0.0,0.0,3.4,39.35,84.7,76.2,98.85,93.95,94.05,97.15,103.75
177,1,||,0.0,0.0,0.0,1050.0,0.0,0.0,0.0,795.0,0.0,375.0,0.0,360.0
178,1,||,0.0,0.0,0.0,0.0,835.0,111.0,108.0,97.0,106.0,108.0,106.0,105.0
179,4,||,0.0,0.0,0.0,7.75,259.75,35.75,18.75,210.25,61.5,66.5,123.0,121.75
180,1,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.0,430.0
181,1,||,0.0,0.0,0.0,1614.0,0.0,373.0,0.0,301.0,0.0,295.0,0.0,340.0
182,5,||,0.0,0.0,0.0,0.0,0.0,16.0,0.0,42.0,0.0,749.0,0.0,162.6
183,2,||,0.0,0.0,0.0,0.0,75.0,477.5,265.0,293.5,86.5,54.5,0.0,0.0
184,40,||,0.0,0.0,0.0,2.275,10.65,12.95,62.975,12.375,9.9,5.8,5.95,2.1
185,2,||,0.0,0.0,0.0,0.0,0.0,0.0,205.0,31.0,22.5,179.0,2.0,10.0
186,2,||,0.0,0.0,0.0,205.0,0.0,220.0,56.0,67.5,56.5,55.5,43.5,29.5
187,8,||,0.0,0.0,0.0,144.625,123.25,87.5,78.125,81.0,78.125,64.375,103.125,98.0
188,2,||,0.0,0.0,0.0,0.0,0.0,699.5,0.0,35.0,112.5,13.0,208.5,3.0
189,8,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.625,40.25,42.625,43.375,52.0
190,1,||,0.0,0.0,0.0,682.0,0.0,1018.0,0.0,0.0,0.0,240.0,0.0,0.0
191,2,||,0.0,0.0,0.0,0.0,0.0,183.5,102.5,0.0,209.5,25.0,0.0,0.0
192,17,||,0.0,0.0,0.0,0.0,1.9411764705882353,0.058823529411764705,0.058823529411764705,134.0,14.411764705882353,35.88235294117647,13.411764705882353,39.76470588235294
193,15,||,0.0,0.0,0.0,11.733333333333333,12.466666666666667,77.66666666666667,100.0,138.73333333333332,148.13333333333333,159.4,219.4,205.73333333333332
194,1,||,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,390.0,71.0,59.0,92.0
195,2,||,0.0,0.0,0.0,0.0,0.0,0.0,11.0,96.0,398.0,349.5,407.0,412.0
196,31,||,0.0,0.0,0.0,5.387096774193548,2.064516129032258,109.58064516129032,4.129032258064516,15.03225806451613,4.451612903225806,19.64516129032258,2.064516129032258,16.967741935483872
197,1,||,0.0,0.0,0.0,0.0,0.0,511.0,436.0,173.0,51.0,174.0,0.0,0.0
198,1,||,0.0,0.0,0.0,134.0,88.0,225.0,0.0,60.0,0.0,0.0,0.0,240.0
----------------------------------------------------------------------------
	 打印每个簇及其样本信息 

----------------------------------------------------------------------------
	 簇及其样本 

--------------------------------------
	簇ID:	 计数
	0:	 11

	样本数据

605340813, 6053408132, ||, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 264.0, 0.0, ||,  0
815991678, 8155450246, ||, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 413.0, 62.0, ||,  0
815880438, 8154462402, ||, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 400.0, 0.0, ||,  0
815085276, 8147068785, ||, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 418.0, 114.0, ||,  0
