
======================================================================================
----------------------------------------------------------------------------
	簇个数:	 200
--------------------------------------
	簇ID:	 计数

71,1,||,19356.0,12581.0,13778.0,13762.0,9389.0,12073.0,14034.0,15939.0,9045.0,9473.0,11403.0,13698.0
72,1,||,389.0,389.0,389.0,389.0,389.0,389.0,389.0,389.0,38733.0,8586.0,11251.0,12034.0
73,1,||,13902.0,16009.0,12604.0,14004.0,15810.0,15411.0,13305.0,12603.0,10597.0,12707.0,12802.0,13101.0
74,1,||,8790.0,7890.0,7800.0,3450.0,5850.0,5880.0,5850.0,3570.0,4560.0,7440.0,0.0,11107.0
75,2,||,41.0,16.0,45.5,86.0,3266.5,232.5,100.0,345.5,127.5,25.0,22.0,296.5
76,502,||,296.1075697211155,0.099601593625498,298.66533864541833,0.199203187250996,319.195219123506,0.099601593625498,275.9840637450199,0.4721115537848606,282.74701195219126,0.398406374501992,269.5816733067729,0.29880478087649404
77,1,||,308.0,158.0,158.0,311.0,1323.0,10977.0,3693.0,3180.0,2972.0,1410.0,336.0,495.0
78,1,||,403.0,587.0,446.0,88.0,308.0,1576.0,5609.0,9333.0,8965.0,6758.0,2087.0,85.0
79,1,||,5092.0,6319.0,6872.0,6251.0,6521.0,6412.0,6826.0,19333.0,10320.0,7262.0,8126.0,8365.0
80,1,||,26116.0,4210.0,2947.0,4065.0,4403.0,4350.0,2733.0,3112.0,2950.0,3002.0,2077.0,1296.0
81,2,||,9827.0,3293.0,3635.0,4498.5,2927.5,2819.0,2853.5,3972.5,3428.0,2530.5,1256.5,2077.0
82,1,||,6048.0,6048.0,12213.0,11753.0,10904.0,19247.0,14382.0,20799.0,11232.0,4927.0,6595.0,5230.0
83,1,||,610.0,1011.0,9554.0,5385.0,3332.0,1622.0,1204.0,3182.0,5078.0,4543.0,7068.0,8424.0
84,1,||,12686.0,7929.0,7597.0,15848.0,15970.0,11078.0,8957.0,9865.0,13567.0,11229.0,9230.0,13384.0
85,1,||,22077.0,20516.0,21171.0,20280.0,19200.0,19026.0,19334.0,22880.0,21106.0,24814.0,12985.0,18045.0
86,4,||,273.25,98.0,734.0,2344.75,1348.0,502.75,467.5,413.25,367.25,350.25,350.75,367.25
87,1,||,407.0,437.0,512.0,6374.0,7828.0,11142.0,9042.0,6374.0,6837.0,5112.0,7565.0,617.0
88,2,||,57.0,54.5,437.0,604.5,1004.5,547.0,6613.0,3443.5,2977.5,3528.5,2640.5,409.5
89,1,||,4400.0,5200.0,5200.0,4800.0,4400.0,4320.0,4000.0,4640.0,4720.0,4400.0,4640.0,4000.0
90,55,||,547.8,523.8545454545455,459.76363636363635,488.7818181818182,499.5272727272727,455.6,409.6727272727273,464.2,446.1636363636364,450.8545454545455,452.27272727272725,464.27272727272725
91,2,||,3708.5,2682.0,3344.5,3769.5,2984.0,2800.5,3714.5,2881.0,3376.5,3986.0,3654.0,2889.5
92,1397,||,121.84334763948497,109.70100143061516,130.62732474964236,124.52074391988555,128.5178826895565,120.36337625178827,119.80829756795423,134.11301859799713,132.32403433476395,124.20529327610873,131.46995708154506,128.2167381974249
93,1,||,7222.0,5074.0,3757.0,2957.0,2520.0,2053.0,139.0,146.0,2762.0,6798.0,6419.0,6104.0
94,24,||,306.3333333333333,155.16666666666666,64.41666666666667,731.7916666666666,137.58333333333334,324.4166666666667,97.45833333333333,291.8333333333333,70.33333333333333,209.20833333333334,101.41666666666667,294.4166666666667
95,1,||,13321.0,14280.0,10937.0,10628.0,9202.0,5114.0,7578.0,16034.0,14189.0,6141.0,8254.0,10862.0
96,1,||,6326.0,8394.0,18410.0,9252.0,10608.0,9515.0,4750.0,4496.0,8667.0,11624.0,13374.0,7794.0
97,1,||,7501.0,1089.0,0.0,0.0,0.0,0.0,0.0,49.0,755.0,2361.0,8883.0,11386.0
98,1,||,7051.0,6624.0,3371.0,5334.0,6000.0,6120.0,2400.0,2250.0,2100.0,2220.0,1290.0,7740.0
99,1,||,7339.0,7339.0,705.0,6576.0,7839.0,8469.0,4104.0,3146.0,314.0,5906.0,7920.0,3811.0
100,1,||,2600.0,2200.0,1000.0,5000.0,6800.0,10000.0,6000.0,1000.0,1400.0,1200.0,8400.0,5600.0
101,1,||,920.0,520.0,600.0,2040.0,6640.0,5040.0,3720.0,3400.0,4480.0,3480.0,4520.0,9520.0
102,1,||,1831.0,1908.0,381.0,0.0,0.0,0.0,0.0,0.0,9003.0,0.0,0.0,0.0
103,1,||,3937.0,2368.0,5118.0,5906.0,5451.0,6361.0,5451.0,6240.0,5815.0,5118.0,5967.0,4300.0
104,1,||,7680.0,5640.0,5145.0,0.0,9332.0,2173.0,2520.0,2685.0,4560.0,1963.0,3602.0,3225.0
105,1,||,3660.0,44.0,2.0,1.0,3.0,411.0,764.0,238.0,878.0,1617.0,2052.0,3444.0
106,1,||,2510.0,2500.0,5706.0,3339.0,3456.0,3165.0,3228.0,3294.0,3860.0,4010.0,4597.0,5301.0
107,1,||,11547.0,12054.0,9382.0,1956.0,834.0,514.0,514.0,454.0,514.0,634.0,8312.0,11182.0
108,1,||,9169.0,8413.0,10458.0,4338.0,7053.0,7053.0,4941.0,4639.0,7053.0,7657.0,6449.0,7355.0
109,2,||,4714.5,2556.5,902.5,1233.0,448.0,143.0,186.5,201.5,39.0,51.5,1274.5,4145.5
110,299,||,90.68333333333334,39.17666666666667,230.19666666666666,64.77333333333333,66.99333333333334,48.49666666666667,55.833333333333336,57.81,62.11333333333334,53.016666666666666,60.75666666666667,51.49666666666667
111,5,||,1388.6,1224.0,1077.8,990.0,1243.4,1181.6,925.6,1229.6,1935.0,1825.4,1896.2,992.6
112,1,||,12979.0,2179.0,2271.0,5412.0,3703.0,3983.0,2503.0,2863.0,3102.0,3181.0,2897.0,3722.0
113,1,||,4970.0,5450.0,6140.0,3410.0,7900.0,8290.0,7790.0,6730.0,3560.0,2690.0,2660.0,2900.0
114,11,||,434.0,294.1818181818182,256.54545454545456,271.8181818181818,797.1818181818181,571.8181818181819,661.0,710.0909090909091,622.3636363636364,528.9090909090909,534.6363636363636,544.2727272727273
115,7,||,348.2857142857143,329.42857142857144,861.1428571428571,618.8571428571429,793.1428571428571,1372.2857142857142,825.5714285714286,843.7142857142857,636.7142857142857,841.1428571428571,640.5714285714286,633.7142857142857
116,1,||,1538.0,597.0,500.0,5589.0,1437.0,628.0,1027.0,0.0,510.0,200.0,0.0,498.0
117,1,||,4060.0,0.0,0.0,9100.0,3280.0,2940.0,3520.0,6520.0,7300.0,4040.0,3000.0,2840.0
118,1,||,2276.0,2919.0,1183.0,448.0,869.0,1377.0,4548.0,11496.0,13309.0,12296.0,2913.0,319.0
119,11,||,1744.0,1832.0,1725.5454545454545,1673.1818181818182,1432.7272727272727,1758.4545454545455,2254.2727272727275,2707.5454545454545,2504.818181818182,1880.909090909091,1841.1818181818182,1735.1818181818182
120,4,||,6932.75,6133.0,5370.5,3623.75,753.75,166.5,298.5,548.5,319.25,144.25,1462.0,3216.25
121,3,||,920.3333333333334,482.3333333333333,1632.6666666666667,823.0,703.3333333333334,850.0,1408.0,2144.6666666666665,1733.6666666666667,920.6666666666666,888.3333333333334,810.3333333333334
122,56,||,108.67857142857143,17.946428571428573,91.01785714285714,23.642857142857142,94.01785714285714,14.839285714285714,87.32142857142857,13.625,382.9642857142857,29.821428571428573,232.78571428571428,29.0
123,1,||,4615.0,5148.0,2593.0,7687.0,7549.0,8109.0,6113.0,7035.0,6821.0,5388.0,8832.0,7257.0
124,1,||,5436.0,4983.0,6731.0,4722.0,3451.0,2819.0,3552.0,3792.0,4055.0,3734.0,3833.0,5009.0
125,2,||,1453.5,188.0,402.5,1957.5,1481.5,1176.0,1190.5,2925.0,3830.0,4314.5,4146.5,5023.5
126,1,||,16760.0,8680.0,9240.0,0.0,2700.0,20.0,0.0,20.0,0.0,100.0,120.0,540.0
127,175,||,146.0,115.17142857142858,139.93714285714285,147.26857142857142,163.86857142857144,190.97142857142856,205.27428571428572,287.2742857142857,263.57714285714286,233.1942857142857,240.2057142857143,280.2057142857143
128,2,||,1352.0,912.0,916.5,2419.0,2581.0,2688.0,2538.0,4427.0,4876.5,4510.0,2154.5,1977.5
129,1,||,13802.0,12002.0,6702.0,1152.0,742.0,1345.0,5684.0,11819.0,10154.0,4075.0,2269.0,1872.0
130,3,||,358.3333333333333,69.66666666666667,5852.333333333333,1289.6666666666667,913.6666666666666,547.3333333333334,479.0,617.3333333333334,655.0,464.6666666666667,487.3333333333333,412.0
131,1,||,7220.0,7000.0,6000.0,6240.0,3120.0,7200.0,4400.0,3860.0,3800.0,2680.0,6940.0,4300.0
132,92,||,221.58695652173913,77.8695652173913,618.6847826086956,158.3804347826087,138.8913043478261,108.45652173913044,102.01086956521739,103.31521739130434,125.03260869565217,106.16304347826087,122.45652173913044,117.82608695652173
133,1,||,2070.0,110.0,0.0,1830.0,0.0,1835.0,0.0,1074.0,0.0,1307.0,0.0,1519.0
134,1,||,150.0,150.0,120.0,90.0,0.0,0.0,900.0,3270.0,5250.0,90.0,0.0,1230.0
135,1,||,-1620.0,180.0,930.0,750.0,8925.0,735.0,690.0,1303.0,1051.0,1004.0,2173.0,3129.0
136,1,||,352.0,522.0,180.0,348.0,395.0,488.0,302.0,268.0,244.0,1600.0,255.0,803.0
137,1,||,2210.0,2330.0,2904.0,1216.0,795.0,1366.0,3914.0,8195.0,9698.0,6393.0,3025.0,1366.0
138,1,||,42600.0,41650.0,38550.0,17950.0,0.0,0.0,0.0,0.0,0.0,0.0,9350.0,32550.0
139,12,||,1070.5,1059.3333333333333,1347.25,718.0,547.9166666666666,342.1666666666667,226.66666666666666,229.08333333333334,269.25,245.66666666666666,172.41666666666666,899.0833333333334
140,17,||,875.3529411764706,808.4705882352941,942.7058823529412,754.2352941176471,692.7058823529412,631.6470588235294,892.3529411764706,839.5882352941177,812.2941176470588,798.0,732.5882352941177,780.9411764705883
141,1,||,2270.0,1216.0,1517.0,1487.0,1968.0,945.0,4423.0,194.0,12731.0,2803.0,6525.0,2039.0
142,1,||,9322.0,8159.0,8673.0,8049.0,7862.0,7609.0,9326.0,11039.0,10321.0,6857.0,7121.0,6979.0
143,1,||,12381.0,7724.0,6786.0,11558.0,8938.0,10068.0,12148.0,7519.0,9830.0,12541.0,11620.0,11040.0
144,1,||,12875.0,5953.0,7136.0,4047.0,2841.0,6954.0,6044.0,5105.0,5559.0,5105.0,6802.0,10579.0
145,1,||,8838.0,5331.0,2681.0,5419.0,2412.0,1949.0,2321.0,3530.0,3624.0,1959.0,3438.0,2926.0
146,1,||,4023.0,0.0,5367.0,1983.0,2613.0,1965.0,2006.0,3395.0,3400.0,2608.0,2405.0,890.0
147,1,||,528.0,296.0,580.0,484.0,2092.0,573.0,681.0,1015.0,779.0,416.0,1507.0,537.0
148,300,||,445.9633333333333,0.0,486.16,0.0,493.31333333333333,0.0,407.3433333333333,0.0,406.94666666666666,0.0,391.2366666666667,0.0
149,9,||,2439.222222222222,1976.4444444444443,1798.888888888889,1143.6666666666667,584.2222222222222,297.6666666666667,302.1111111111111,287.6666666666667,244.77777777777777,221.33333333333334,432.6666666666667,984.2222222222222
150,4,||,3150.25,2793.75,3519.0,2231.75,1811.5,1393.75,863.0,845.0,923.75,635.0,498.25,1273.5
151,1,||,6483.0,0.0,7005.0,3632.0,5450.0,4684.0,4232.0,2163.0,2078.0,3509.0,4668.0,3846.0
152,1,||,900.0,180.0,30.0,0.0,6990.0,2100.0,480.0,990.0,720.0,210.0,90.0,630.0
153,31,||,288.5,737.0882352941177,286.61764705882354,170.94117647058823,111.32352941176471,119.17647058823529,109.5,111.67647058823529,110.32352941176471,97.23529411764706,100.8529411764706,129.08823529411765
154,2,||,3156.0,3740.0,2196.0,2154.0,2992.0,1828.5,832.5,1101.5,1205.0,2009.0,3357.5,2548.5
155,1,||,4126.0,3553.0,4139.0,5667.0,5264.0,5031.0,2913.0,11175.0,4618.0,7156.0,3648.0,5006.0
156,1,||,1065.0,825.0,1455.0,1005.0,510.0,6690.0,2970.0,840.0,2055.0,675.0,765.0,0.0
157,2,||,9809.5,9394.0,9235.5,8682.5,6815.0,7151.0,6808.5,6870.0,8300.5,7840.5,7646.5,8842.0
158,5,||,217.4,142.2,352.0,392.4,399.6,470.6,678.2,20.4,841.8,621.8,177.4,182.0
159,1,||,2003.0,2009.0,2221.0,5134.0,4496.0,1745.0,1521.0,2280.0,2520.0,4699.0,1800.0,1601.0
160,1,||,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,2000.0
161,1702,||,70.78394332939787,65.55548996458087,75.68831168831169,73.02951593860685,73.55017709563164,79.96280991735537,82.456906729634,96.69067296340023,97.44510035419127,88.84238488783943,91.8896103896104,89.70838252656435
162,5,||,1585.6,1892.6,957.4,349.8,152.2,58.8,23.4,94.2,169.0,36.2,59.2,67.8
163,4,||,230.75,173.0,148.0,126.0,862.0,1598.25,1107.75,1761.0,1671.75,834.5,553.25,496.25
164,3,||,449.6666666666667,37.333333333333336,978.6666666666666,548.0,616.6666666666666,778.6666666666666,578.6666666666666,321.3333333333333,2335.0,403.3333333333333,268.6666666666667,169.33333333333334
