
0,2172802,,0.0,269.42886026103804,13.25241130400725,263.24354527157976,11.779248034897115,254.06236644457096,10.928537864042816,225.0416004882209,13.728204835540714,223.75054526743762,13.00915874404624,229.94759127332776
1,1,,0.0,2695996.0,8159430.0,1.7071426E7,1.0258397E7,7278270.0,8738429.0,1.1242506E7,1.5244879E7,1.5612803E7,1.5576764E7,1.6013604E7
2,1,,0.0,160000.0,680000.0,3280000.0,3560000.0,3900000.0,3760000.0,3840000.0,4860000.0,3500000.0,4100000.0,4020000.0
3,1,,0.0,59.0,27.0,19.0,24.0,21.0,45.0,24.0,21.0,19.0,24.0,5769273.0
4,2,,0.0,287917.5,339960.0,302475.0,300090.0,131805.0,165000.0,795605.0,271185.0,174855.0,302700.0,233445.0
5,1,,0.0,3597264.0,4185984.0,5367120.0,4754640.0,3906144.0,4364448.0,4366560.0,4383456.0,4765200.0,5101536.0,5444208.0
6,1,,0.0,53520.0,404960.0,784480.0,991760.0,1154800.0,1125040.0,1060880.0,908560.0,821200.0,741360.0,152800.0
7,409,,0.0,24642.760391198044,14058.691931540343,16318.110024449878,12217.070904645478,12765.092909535453,12681.787286063569,14420.14914425428,13150.638141809291,13469.987775061125,15040.066014669927,18240.383863080686
8,55,,0.0,159333.21818181817,46842.836363636365,31513.927272727273,10016.218181818182,12040.127272727274,7801.218181818182,8011.727272727273,9705.145454545454,10040.745454545455,22093.18181818182,42997.74545454545
9,8,,0.0,272768.875,195341.375,332360.5,347539.75,323806.125,273777.375,265541.875,308939.75,228735.75,334349.375,259231.0
10,1,,0.0,3200.0,3200.0,3200.0,0.0,0.0,0.0,0.0,0.0,4471200.0,0.0,0.0
11,2,,0.0,1465194.0,328174.5,367742.5,371486.0,339066.5,348048.5,181707.5,224858.0,712507.0,548790.0,775612.0
12,1,,0.0,147780.0,422400.0,441060.0,985740.0,505230.0,83820.0,654360.0,807870.0,498060.0,231900.0,498210.0
13,1,,0.0,151650.0,1350.0,544500.0,486000.0,483000.0,565500.0,556500.0,616500.0,471000.0,138000.0,405000.0
14,4,,0.0,12933.75,59257.5,333356.25,239696.25,196755.0,180000.0,168135.0,279956.25,208376.25,199241.25,71223.75
15,19,,0.0,115453.42105263157,135613.68421052632,150340.15789473685,129957.57894736843,140262.7894736842,128080.52631578948,108979.78947368421,92115.63157894737,97684.8947368421,98927.26315789473,91813.1052631579
16,2,,0.0,294000.0,152000.0,106000.0,132000.0,37000.0,76000.0,64000.0,122000.0,479000.0,244000.0,812000.0
17,55,,0.0,27090.927272727273,41349.98181818182,54907.58181818182,48179.34545454545,46828.09090909091,52688.30909090909,52938.38181818182,53697.25454545455,45701.0,57286.65454545455,46222.472727272725
18,3,,0.0,463786.6666666667,284180.0,396366.6666666667,369846.6666666667,443706.6666666667,517560.0,565546.6666666666,496426.6666666667,364360.0,456266.6666666667,568006.6666666666
19,2808,,0.0,6386.911441728657,2474.2079348211123,4209.88522848034,2311.9985830676587,3711.5823591923486,2336.4282678002123,4090.647892313142,2750.422600070847,3735.037194473964,2340.804463336876,3938.900106269926
