2, 20, 3.95244420871369E22, 2014-07-29 20:22:21, 2014-07-29 20:34:52, org.apache.spark.mllib.clustering.KMeansModel@12dafdf3
200, 20, 1.81899148053050144E17, 2014-07-29 20:34:52, 2014-07-29 21:16:08, org.apache.spark.mllib.clustering.KMeansModel@4e4ebb0f
101, 20, 8.204237790681463E17, 2014-07-29 21:16:08, 2014-07-29 21:46:47, org.apache.spark.mllib.clustering.KMeansModel@6859b50c
150, 20, 3.3744703389223853E17, 2014-07-29 21:46:47, 2014-07-29 22:23:41, org.apache.spark.mllib.clustering.KMeansModel@5e50d53
175, 20, 2.67583319248413984E17, 2014-07-29 22:23:41, 2014-07-29 23:01:54, org.apache.spark.mllib.clustering.KMeansModel@5bd58e94
187, 20, 2.3295460795338416E17, 2014-07-29 23:01:54, 2014-07-29 23:42:00, org.apache.spark.mllib.clustering.KMeansModel@184994eb
193, 20, 1.84346706289631072E17, 2014-07-29 23:42:00, 2014-07-30 00:21:59, org.apache.spark.mllib.clustering.KMeansModel@20ebb147
196, 20, 1.96232219583182624E17, 2014-07-30 00:21:59, 2014-07-30 01:03:07, org.apache.spark.mllib.clustering.KMeansModel@a2871f7
198, 20, 1.85609236498101088E17, 2014-07-30 01:03:07, 2014-07-30 01:44:59, org.apache.spark.mllib.clustering.KMeansModel@2c0c09a2
199, 20, 1.78899818503162016E17, 2014-07-30 01:44:59, 2014-07-30 02:26:34, org.apache.spark.mllib.clustering.KMeansModel@5f1e92a1
