[51.92261392949269,47.28331900257954,52.95743766122098,46.46345657781599,48.18744625967326,46.48796216680997,49.632416165090284,53.88607050730869,55.60275150472915,49.488822012037836,53.45657781599312,48.50128976784179]
[558000.0,312000.0,366000.0,300000.0,216000.0,270000.0,294000.0,456000.0,312000.0,288000.0,318000.0,378000.0]
[215229.0,75064.0,233488.0,133804.0,188099.0,70589.0,66091.0,171483.0,212247.0,191060.0,200116.0,290741.0]
[5661.0,3059.0,13885.0,99836.0,115663.0,115663.0,101150.0,165853.0,136648.0,140374.0,148898.0,161630.0]
[91520.0,111030.0,76514.0,33003.0,12001.0,12000.0,10500.0,7500.0,12001.0,6000.0,30002.0,57008.0]
[15722.0,9229.0,9000.0,17427.0,9585.0,7733.0,8586.0,12277.0,10171.0,7112.0,7718.0,9038.0]
[547.0,547.0,36659.0,114223.0,79087.0,74838.0,72046.0,81580.0,83137.0,94912.0,139435.0,110339.0]
[3997.75,3432.0,2249.5,2218.75,2260.0,2119.0,2244.75,2679.5,2531.75,2846.75,2325.75,2410.25]
[221516.0,128608.0,106800.0,104568.0,62528.0,58424.0,61864.0,65596.0,52444.0,51440.0,98368.0,45788.0]
[43863.0,7137.0,6545.0,13198.0,22807.0,22090.0,5636.0,1321.0,224.0,3489.0,5924.0,9511.0]
[167780.0,129280.0,126860.0,117880.0,90880.0,82440.0,151720.0,205020.0,121220.0,108740.0,137540.0,151200.0]
[36484.0,38698.0,40188.0,19735.0,42.0,42.0,88.0,0.0,0.0,0.0,5804.0,20520.0]
[23660.0,1080.0,40320.0,24770.0,19620.0,19620.0,19620.0,19620.0,19620.0,17130.0,24790.0,20930.0]
[132000.0,104000.0,64000.0,76000.0,69600.0,77200.0,102800.0,136000.0,83600.0,70400.0,60000.0,82800.0]
[122254.0,85017.0,73498.0,49746.0,23580.0,42020.0,29205.0,31885.0,27574.0,23426.0,56726.0,24472.0]
[1511.0,5252.5,2900.5,1896.0,1548.5,245.5,120.0,212.5,220.5,134.0,172.0,128.0]
[39988.0,6964.0,4311.0,58559.0,64874.0,70175.0,55797.0,62785.0,62984.0,63832.0,63852.0,22089.0]
[27600.0,37640.0,28800.0,33120.0,23800.0,12240.0,14680.0,12280.0,23480.0,11000.0,8040.0,29680.0]
[2408.0,688.0,7920.0,16800.0,30400.0,168000.0,132000.0,123200.0,104000.0,118400.0,58168.0,22152.0]
[560.0,1206.0,230.0,9039.0,600.0,833.0,818.0,150.0,0.0,510.0,500.0,3359.0]
[570.5121951219512,427.9634146341463,385.719512195122,300.7073170731707,225.8780487804878,175.8780487804878,174.2439024390244,185.46341463414635,157.890243902439,134.02439024390245,160.8780487804878,184.5121951219512]
[50000.0,41000.0,71000.0,31500.0,43000.0,32500.0,49500.0,37500.0,32317.0,35847.0,48861.0,41567.0]
[6548.333333333333,3778.3333333333335,743.0,388.0,569.6666666666666,351.3333333333333,246.0,275.0,272.0,204.66666666666666,301.0,267.0]
[5797.0,3300.0,3704.0,5981.0,9037.0,10441.0,6430.0,883.0,503.0,383.0,543.0,443.0]
[3266.0,1758.0,675.0,645.0,503.0,0.0,227.0,194.0,41551.0,23220.0,29162.0,8073.0]
[3390.0,28080.0,4110.0,7800.0,6990.0,7050.0,8190.0,8790.0,4890.0,2790.0,8310.0,3000.0]
[8889.0,8429.0,8132.0,9210.0,9242.0,9826.0,9110.0,9394.0,12456.0,8328.0,9580.0,13047.0]
