合约,日期,结算价
ag1406,2014/2/12,4128
ag1406,2014/2/13,4142
ag1406,2014/2/14,4189
ag1406,2014/2/17,4354
ag1406,2014/2/18,4438
ag1406,2014/2/19,4431
ag1406,2014/2/20,4420
ag1406,2014/2/21,4399
ag1406,2014/2/24,4396
ag1406,2014/2/25,4436
ag1406,2014/2/26,4417
ag1406,2014/2/27,4329
ag1406,2014/2/28,4294
ag1407,2014/1/2,4207
ag1407,2014/1/3,4203
ag1407,2014/1/6,4217
ag1407,2014/1/7,4208
ag1407,2014/1/8,4133
ag1407,2014/1/9,4057
ag1407,2014/1/10,4083
ag1407,2014/1/13,4148
ag1407,2014/1/14,4152
ag1407,2014/1/15,4173
ag1407,2014/1/16,4151
ag1407,2014/1/17,4152
ag1407,2014/1/20,4177
ag1407,2014/1/21,4167
ag1407,2014/1/22,4104
ag1407,2014/1/23,4083
ag1407,2014/1/24,4139
ag1407,2014/1/27,4117
ag1407,2014/1/28,4105
ag1407,2014/1/29,4098
ag1407,2014/1/30,4086
ag1407,2014/2/7,4102
ag1407,2014/2/10,4122
ag1407,2014/2/11,4152
ag1407,2014/2/12,4135
ag1407,2014/2/13,4151
ag1407,2014/2/14,4219
ag1407,2014/2/17,4438
ag1407,2014/2/18,4448
ag1407,2014/2/19,4433
ag1407,2014/2/20,4407
ag1407,2014/2/21,4408
ag1407,2014/2/24,4377
ag1407,2014/2/25,4445
ag1407,2014/2/26,4424
ag1407,2014/2/27,4333
ag1407,2014/2/28,4304
ag1408,2014/1/2,4218
ag1408,2014/1/3,4219
ag1408,2014/1/6,4224
ag1408,2014/1/7,4212
ag1408,2014/1/8,4137
ag1408,2014/1/9,4057
ag1408,2014/1/10,4070
ag1408,2014/1/13,4130
ag1408,2014/1/14,4179
ag1408,2014/1/15,4186
ag1408,2014/1/16,4148
ag1408,2014/1/17,4164
ag1408,2014/1/20,4189
ag1408,2014/1/21,4170
ag1408,2014/1/22,4120
ag1408,2014/1/23,4092
ag1408,2014/1/24,4144
ag1408,2014/1/27,4127
ag1408,2014/1/28,4112
ag1408,2014/1/29,4104
ag1408,2014/1/30,4080
ag1408,2014/2/7,4113
ag1408,2014/2/10,4136
ag1408,2014/2/11,4161
ag1408,2014/2/12,4148
ag1408,2014/2/13,4151
ag1408,2014/2/14,4241
ag1408,2014/2/17,4456
ag1408,2014/2/18,4449
ag1408,2014/2/19,4458
ag1408,2014/2/20,4431
ag1408,2014/2/21,4415
ag1408,2014/2/24,4389
ag1408,2014/2/25,4441
ag1408,2014/2/26,4432
ag1408,2014/2/27,4327
ag1408,2014/2/28,4318
ag1409,2014/1/2,4211
ag1409,2014/1/3,4218
ag1409,2014/1/6,4213
ag1409,2014/1/7,4220
ag1409,2014/1/8,4124
ag1409,2014/1/9,4101
ag1409,2014/1/10,4094
ag1409,2014/1/13,4160
ag1409,2014/1/14,4190
ag1409,2014/1/15,4172
ag1409,2014/1/16,4167
ag1409,2014/1/17,4171
ag1409,2014/1/20,4193
ag1409,2014/1/21,4178
ag1409,2014/1/22,4127
ag1409,2014/1/23,4092
ag1409,2014/1/24,4151
ag1409,2014/1/27,4127
ag1409,2014/1/28,4122
ag1409,2014/1/29,4116
ag1409,2014/1/30,4093
ag1409,2014/2/7,4117
ag1409,2014/2/10,4150
ag1409,2014/2/11,4178
ag1409,2014/2/12,4146
ag1409,2014/2/13,4171
ag1409,2014/2/14,4225
ag1409,2014/2/17,4391
ag1409,2014/2/18,4443
ag1409,2014/2/19,4458
ag1409,2014/2/20,4446
ag1409,2014/2/21,4431
ag1409,2014/2/24,4409
ag1409,2014/2/25,4458
ag1409,2014/2/26,4457
ag1409,2014/2/27,4364
ag1409,2014/2/28,4327
ag1410,2014/1/2,4195
ag1410,2014/1/3,4220
ag1410,2014/1/6,4249
ag1410,2014/1/7,4231
ag1410,2014/1/8,4134
ag1410,2014/1/9,4083
ag1410,2014/1/10,4083
ag1410,2014/1/13,4194
ag1410,2014/1/14,4189
ag1410,2014/1/15,4167
ag1410,2014/1/16,4158
ag1410,2014/1/17,4172
ag1410,2014/1/20,4204
ag1410,2014/1/21,4185
ag1410,2014/1/22,4126
ag1410,2014/1/23,4099
ag1410,2014/1/24,4157
ag1410,2014/1/27,4140
ag1410,2014/1/28,4135
ag1410,2014/1/29,4111
ag1410,2014/1/30,4084
ag1410,2014/2/7,4119
ag1410,2014/2/10,4157
ag1410,2014/2/11,4175
ag1410,2014/2/12,4162
ag1410,2014/2/13,4178
ag1410,2014/2/14,4226
ag1410,2014/2/17,4436
ag1410,2014/2/18,4476
ag1410,2014/2/19,4447
ag1410,2014/2/20,4420
ag1410,2014/2/21,4405
ag1410,2014/2/24,4427
ag1410,2014/2/25,4464
ag1410,2014/2/26,4468
ag1410,2014/2/27,4375
ag1410,2014/2/28,4350
ag1411,2014/1/2,4210
ag1411,2014/1/3,4227
ag1411,2014/1/6,4254
ag1411,2014/1/7,4238
ag1411,2014/1/8,4134
ag1411,2014/1/9,4083
ag1411,2014/1/10,4111
ag1411,2014/1/13,4185
ag1411,2014/1/14,4174
ag1411,2014/1/15,4188
ag1411,2014/1/16,4163
ag1411,2014/1/17,4183
ag1411,2014/1/20,4204
ag1411,2014/1/21,4191
ag1411,2014/1/22,4133
ag1411,2014/1/23,4112
ag1411,2014/1/24,4163
ag1411,2014/1/27,4152
ag1411,2014/1/28,4136
ag1411,2014/1/29,4117
ag1411,2014/1/30,4121
ag1411,2014/2/7,4121
ag1411,2014/2/10,4160
ag1411,2014/2/11,4190
ag1411,2014/2/12,4170
ag1411,2014/2/13,4195
ag1411,2014/2/14,4272
ag1411,2014/2/17,4444
ag1411,2014/2/18,4494
ag1411,2014/2/19,4483
ag1411,2014/2/20,4461
ag1411,2014/2/21,4458
ag1411,2014/2/24,4429
ag1411,2014/2/25,4466
ag1411,2014/2/26,4483
ag1411,2014/2/27,4362
ag1411,2014/2/28,4362
ag1412,2014/1/2,4233
ag1412,2014/1/3,4258
ag1412,2014/1/6,4253
ag1412,2014/1/7,4253
ag1412,2014/1/8,4172
ag1412,2014/1/9,4102
ag1412,2014/1/10,4115
ag1412,2014/1/13,4202
ag1412,2014/1/14,4211
ag1412,2014/1/15,4198
ag1412,2014/1/16,4189
ag1412,2014/1/17,4193
ag1412,2014/1/20,4219
ag1412,2014/1/21,4209
ag1412,2014/1/22,4145
ag1412,2014/1/23,4121
ag1412,2014/1/24,4183
ag1412,2014/1/27,4164
ag1412,2014/1/28,4146
ag1412,2014/1/29,4132
ag1412,2014/1/30,4131
ag1412,2014/2/7,4146
ag1412,2014/2/10,4171
ag1412,2014/2/11,4200
ag1412,2014/2/12,4183
ag1412,2014/2/13,4199
ag1412,2014/2/14,4269
ag1412,2014/2/17,4476
ag1412,2014/2/18,4499
ag1412,2014/2/19,4495
ag1412,2014/2/20,4482
ag1412,2014/2/21,4463
ag1412,2014/2/24,4447
ag1412,2014/2/25,4500
ag1412,2014/2/26,4499
ag1412,2014/2/27,4397
ag1412,2014/2/28,4381
ag1501,2014/1/16,4199
ag1501,2014/1/17,4199
ag1501,2014/1/20,4230
ag1501,2014/1/21,4194
ag1501,2014/1/22,4146
ag1501,2014/1/23,4142
ag1501,2014/1/24,4189
ag1501,2014/1/27,4198
ag1501,2014/1/28,4152
ag1501,2014/1/29,4149
ag1501,2014/1/30,4134
ag1501,2014/2/7,4155
ag1501,2014/2/10,4163
ag1501,2014/2/11,4198
ag1501,2014/2/12,4186
ag1501,2014/2/13,4204
ag1501,2014/2/14,4274
ag1501,2014/2/17,4476
ag1501,2014/2/18,4487
ag1501,2014/2/19,4503
ag1501,2014/2/20,4483
ag1501,2014/2/21,4475
ag1501,2014/2/24,4466
ag1501,2014/2/25,4512
ag1501,2014/2/26,4511
ag1501,2014/2/27,4397
ag1501,2014/2/28,4398
ag1502,2014/2/18,4476
ag1502,2014/2/19,4522
ag1502,2014/2/20,4512
ag1502,2014/2/21,4502
ag1502,2014/2/24,4463
ag1502,2014/2/25,4503
ag1502,2014/2/26,4533
ag1502,2014/2/27,4439
ag1502,2014/2/28,4407
al1401,2014/1/2,14115
al1401,2014/1/3,14100
al1401,2014/1/6,14065
al1401,2014/1/7,14005
al1401,2014/1/8,13990
al1401,2014/1/9,13940
al1401,2014/1/10,13850
al1401,2014/1/13,13790
al1401,2014/1/14,13690
al1401,2014/1/15,13530
al1402,2014/1/2,14045
al1402,2014/1/3,14015
al1402,2014/1/6,13975
al1402,2014/1/7,13925
al1402,2014/1/8,13895
al1402,2014/1/9,13840
al1402,2014/1/10,13780
al1402,2014/1/13,13765
al1402,2014/1/14,13695
al1402,2014/1/15,13605
al1402,2014/1/16,13640
al1402,2014/1/17,13675
al1402,2014/1/20,13755
al1402,2014/1/21,13750
al1402,2014/1/22,13725
al1402,2014/1/23,13675
al1402,2014/1/24,13620
al1402,2014/1/27,13535
al1402,2014/1/28,13465
al1402,2014/1/29,13510
al1402,2014/1/30,13435
al1402,2014/2/7,13350
al1402,2014/2/10,13255
al1402,2014/2/11,13130
al1402,2014/2/12,13155
al1402,2014/2/13,13190
al1402,2014/2/14,13245
al1402,2014/2/17,13300
al1403,2014/1/2,14035
al1403,2014/1/3,14005
al1403,2014/1/6,13965
al1403,2014/1/7,13925
al1403,2014/1/8,13900
al1403,2014/1/9,13845
al1403,2014/1/10,13785
al1403,2014/1/13,13780
al1403,2014/1/14,13715
al1403,2014/1/15,13670
al1403,2014/1/16,13710
al1403,2014/1/17,13720
al1403,2014/1/20,13790
al1403,2014/1/21,13765
al1403,2014/1/22,13745
al1403,2014/1/23,13690
al1403,2014/1/24,13630
al1403,2014/1/27,13545
al1403,2014/1/28,13480
al1403,2014/1/29,13525
al1403,2014/1/30,13475
al1403,2014/2/7,13370
al1403,2014/2/10,13315
al1403,2014/2/11,13215
al1403,2014/2/12,13235
al1403,2014/2/13,13265
al1403,2014/2/14,13320
al1403,2014/2/17,13410
al1403,2014/2/18,13360
al1403,2014/2/19,13370
al1403,2014/2/20,13345
al1403,2014/2/21,13370
al1403,2014/2/24,13315
al1403,2014/2/25,13255
al1403,2014/2/26,13225
al1403,2014/2/27,13235
al1403,2014/2/28,13185
al1404,2014/1/2,14000
al1404,2014/1/3,13980
al1404,2014/1/6,13960
al1404,2014/1/7,13905
al1404,2014/1/8,13880
al1404,2014/1/9,13835
al1404,2014/1/10,13785
al1404,2014/1/13,13785
al1404,2014/1/14,13725
al1404,2014/1/15,13705
al1404,2014/1/16,13750
al1404,2014/1/17,13765
al1404,2014/1/20,13820
al1404,2014/1/21,13810
al1404,2014/1/22,13765
al1404,2014/1/23,13735
al1404,2014/1/24,13675
al1404,2014/1/27,13585
al1404,2014/1/28,13530
al1404,2014/1/29,13580
al1404,2014/1/30,13530
al1404,2014/2/7,13440
al1404,2014/2/10,13385
al1404,2014/2/11,13305
al1404,2014/2/12,13315
al1404,2014/2/13,13345
al1404,2014/2/14,13390
al1404,2014/2/17,13510
al1404,2014/2/18,13445
al1404,2014/2/19,13445
al1404,2014/2/20,13425
al1404,2014/2/21,13435
al1404,2014/2/24,13380
al1404,2014/2/25,13315
al1404,2014/2/26,13295
al1404,2014/2/27,13335
al1404,2014/2/28,13290
al1405,2014/1/2,14005
al1405,2014/1/3,13975
al1405,2014/1/6,13935
al1405,2014/1/7,13905
al1405,2014/1/8,13870
al1405,2014/1/9,13835
al1405,2014/1/10,13790
al1405,2014/1/13,13790
al1405,2014/1/14,13740
al1405,2014/1/15,13725
al1405,2014/1/16,13775
al1405,2014/1/17,13780
al1405,2014/1/20,13830
al1405,2014/1/21,13820
al1405,2014/1/22,13785
al1405,2014/1/23,13750
al1405,2014/1/24,13700
al1405,2014/1/27,13610
al1405,2014/1/28,13570
al1405,2014/1/29,13620
al1405,2014/1/30,13555
al1405,2014/2/7,13465
al1405,2014/2/10,13440
al1405,2014/2/11,13350
al1405,2014/2/12,13375
al1405,2014/2/13,13410
al1405,2014/2/14,13455
al1405,2014/2/17,13580
al1405,2014/2/18,13510
al1405,2014/2/19,13510
al1405,2014/2/20,13485
al1405,2014/2/21,13495
al1405,2014/2/24,13425
al1405,2014/2/25,13365
al1405,2014/2/26,13350
al1405,2014/2/27,13390
al1405,2014/2/28,13350
al1406,2014/1/2,13985
al1406,2014/1/3,13965
al1406,2014/1/6,13935
al1406,2014/1/7,13910
al1406,2014/1/8,13885
al1406,2014/1/9,13835
al1406,2014/1/10,13795
al1406,2014/1/13,13790
al1406,2014/1/14,13750
al1406,2014/1/15,13740
al1406,2014/1/16,13785
al1406,2014/1/17,13780
al1406,2014/1/20,13830
al1406,2014/1/21,13810
al1406,2014/1/22,13785
al1406,2014/1/23,13760
al1406,2014/1/24,13710
al1406,2014/1/27,13625
al1406,2014/1/28,13600
al1406,2014/1/29,13660
al1406,2014/1/30,13585
al1406,2014/2/7,13485
al1406,2014/2/10,13480
al1406,2014/2/11,13400
al1406,2014/2/12,13430
al1406,2014/2/13,13470
al1406,2014/2/14,13510
al1406,2014/2/17,13645
al1406,2014/2/18,13575
al1406,2014/2/19,13560
al1406,2014/2/20,13535
al1406,2014/2/21,13540
al1406,2014/2/24,13445
al1406,2014/2/25,13405
al1406,2014/2/26,13390
al1406,2014/2/27,13425
al1406,2014/2/28,13385
al1407,2014/1/2,13975
al1407,2014/1/3,13965
al1407,2014/1/6,13935
al1407,2014/1/7,13910
al1407,2014/1/8,13895
al1407,2014/1/9,13835
al1407,2014/1/10,13800
al1407,2014/1/13,13800
al1407,2014/1/14,13750
al1407,2014/1/15,13740
al1407,2014/1/16,13780
al1407,2014/1/17,13775
al1407,2014/1/20,13820
al1407,2014/1/21,13830
al1407,2014/1/22,13795
al1407,2014/1/23,13755
al1407,2014/1/24,13720
al1407,2014/1/27,13650
al1407,2014/1/28,13625
al1407,2014/1/29,13680
al1407,2014/1/30,13590
al1407,2014/2/7,13515
al1407,2014/2/10,13505
al1407,2014/2/11,13445
al1407,2014/2/12,13470
al1407,2014/2/13,13515
al1407,2014/2/14,13555
al1407,2014/2/17,13690
al1407,2014/2/18,13610
al1407,2014/2/19,13605
al1407,2014/2/20,13585
al1407,2014/2/21,13590
al1407,2014/2/24,13490
al1407,2014/2/25,13435
al1407,2014/2/26,13425
al1407,2014/2/27,13470
al1407,2014/2/28,13430
al1408,2014/1/2,13975
al1408,2014/1/3,13970
al1408,2014/1/6,13940
al1408,2014/1/7,13920
al1408,2014/1/8,13890
al1408,2014/1/9,13890
al1408,2014/1/10,13810
al1408,2014/1/13,13805
al1408,2014/1/14,13760
al1408,2014/1/15,13740
al1408,2014/1/16,13790
al1408,2014/1/17,13785
al1408,2014/1/20,13820
al1408,2014/1/21,13830
al1408,2014/1/22,13800
al1408,2014/1/23,13755
al1408,2014/1/24,13725
al1408,2014/1/27,13675
al1408,2014/1/28,13660
al1408,2014/1/29,13705
al1408,2014/1/30,13595
al1408,2014/2/7,13500
al1408,2014/2/10,13525
al1408,2014/2/11,13475
al1408,2014/2/12,13505
al1408,2014/2/13,13545
al1408,2014/2/14,13610
al1408,2014/2/17,13735
al1408,2014/2/18,13665
al1408,2014/2/19,13655
al1408,2014/2/20,13630
al1408,2014/2/21,13650
al1408,2014/2/24,13495
al1408,2014/2/25,13470
al1408,2014/2/26,13480
al1408,2014/2/27,13500
al1408,2014/2/28,13475
al1409,2014/1/2,14020
al1409,2014/1/3,14020
al1409,2014/1/6,13940
al1409,2014/1/7,13920
al1409,2014/1/8,13915
al1409,2014/1/9,13875
al1409,2014/1/10,13820
al1409,2014/1/13,13820
al1409,2014/1/14,13760
al1409,2014/1/15,13755
al1409,2014/1/16,13820
al1409,2014/1/17,13800
al1409,2014/1/20,13845
al1409,2014/1/21,13835
al1409,2014/1/22,13830
al1409,2014/1/23,13785
al1409,2014/1/24,13750
al1409,2014/1/27,13670
al1409,2014/1/28,13660
al1409,2014/1/29,13700
al1409,2014/1/30,13590
al1409,2014/2/7,13545
al1409,2014/2/10,13555
al1409,2014/2/11,13510
al1409,2014/2/12,13555
al1409,2014/2/13,13615
al1409,2014/2/14,13615
al1409,2014/2/17,13830
al1409,2014/2/18,13710
al1409,2014/2/19,13700
al1409,2014/2/20,13685
al1409,2014/2/21,13670
al1409,2014/2/24,13530
al1409,2014/2/25,13505
al1409,2014/2/26,13515
al1409,2014/2/27,13560
al1409,2014/2/28,13525
al1410,2014/1/2,14040
al1410,2014/1/3,14035
al1410,2014/1/6,13995
al1410,2014/1/7,13925
al1410,2014/1/8,13925
al1410,2014/1/9,13935
al1410,2014/1/10,13935
al1410,2014/1/13,13830
al1410,2014/1/14,13830
al1410,2014/1/15,13750
al1410,2014/1/16,13855
al1410,2014/1/17,13800
al1410,2014/1/20,13860
al1410,2014/1/21,13830
al1410,2014/1/22,13830
al1410,2014/1/23,13805
al1410,2014/1/24,13805
al1410,2014/1/27,13720
al1410,2014/1/28,13705
al1410,2014/1/29,13750
al1410,2014/1/30,13605
al1410,2014/2/7,13525
al1410,2014/2/10,13595
al1410,2014/2/11,13560
al1410,2014/2/12,13600
al1410,2014/2/13,13645
al1410,2014/2/14,13650
al1410,2014/2/17,13890
al1410,2014/2/18,13810
al1410,2014/2/19,13765
al1410,2014/2/20,13760
al1410,2014/2/21,13740
al1410,2014/2/24,13590
al1410,2014/2/25,13545
al1410,2014/2/26,13545
al1410,2014/2/27,13595
al1410,2014/2/28,13575
al1411,2014/1/2,13970
al1411,2014/1/3,13965
al1411,2014/1/6,13965
al1411,2014/1/7,13955
al1411,2014/1/8,13955
al1411,2014/1/9,13955
al1411,2014/1/10,13955
al1411,2014/1/13,13890
al1411,2014/1/14,13890
al1411,2014/1/15,13750
al1411,2014/1/16,13855
al1411,2014/1/17,13800
al1411,2014/1/20,13850
al1411,2014/1/21,13850
al1411,2014/1/22,13850
al1411,2014/1/23,13830
al1411,2014/1/24,13775
al1411,2014/1/27,13700
al1411,2014/1/28,13655
al1411,2014/1/29,13700
al1411,2014/1/30,13555
al1411,2014/2/7,13545
al1411,2014/2/10,13545
al1411,2014/2/11,13585
al1411,2014/2/12,13585
al1411,2014/2/13,13585
al1411,2014/2/14,13585
al1411,2014/2/17,13940
al1411,2014/2/18,13825
al1411,2014/2/19,13780
al1411,2014/2/20,13825
al1411,2014/2/21,13780
al1411,2014/2/24,13605
al1411,2014/2/25,13600
al1411,2014/2/26,13610
al1411,2014/2/27,13570
al1411,2014/2/28,13600
al1412,2014/1/2,13995
al1412,2014/1/3,13990
al1412,2014/1/6,13980
al1412,2014/1/7,13980
al1412,2014/1/8,13980
al1412,2014/1/9,13920
al1412,2014/1/10,13880
al1412,2014/1/13,13850
al1412,2014/1/14,13850
al1412,2014/1/15,13765
al1412,2014/1/16,13765
al1412,2014/1/17,13710
al1412,2014/1/20,13825
al1412,2014/1/21,13825
al1412,2014/1/22,13850
al1412,2014/1/23,13845
al1412,2014/1/24,13785
al1412,2014/1/27,13710
al1412,2014/1/28,13715
al1412,2014/1/29,13760
al1412,2014/1/30,13620
al1412,2014/2/7,13620
al1412,2014/2/10,13645
al1412,2014/2/11,13555
al1412,2014/2/12,13555
al1412,2014/2/13,13555
al1412,2014/2/14,13555
al1412,2014/2/17,13925
al1412,2014/2/18,13945
al1412,2014/2/19,13875
al1412,2014/2/20,13865
al1412,2014/2/21,13855
al1412,2014/2/24,13855
al1412,2014/2/25,13805
al1412,2014/2/26,13815
al1412,2014/2/27,13680
al1412,2014/2/28,13680
al1501,2014/1/16,13870
al1501,2014/1/17,13815
al1501,2014/1/20,13815
al1501,2014/1/21,13815
al1501,2014/1/22,13815
al1501,2014/1/23,13900
al1501,2014/1/24,13900
al1501,2014/1/27,13755
al1501,2014/1/28,13760
al1501,2014/1/29,13780
al1501,2014/1/30,13700
al1501,2014/2/7,13700
al1501,2014/2/10,13695
al1501,2014/2/11,13605
al1501,2014/2/12,13665
al1501,2014/2/13,13715
al1501,2014/2/14,13770
al1501,2014/2/17,13900
al1501,2014/2/18,13915
al1501,2014/2/19,13845
al1501,2014/2/20,13810
al1501,2014/2/21,13840
al1501,2014/2/24,13710
al1501,2014/2/25,13660
al1501,2014/2/26,13660
al1501,2014/2/27,13700
al1501,2014/2/28,13700
al1502,2014/2/18,13915
al1502,2014/2/19,13915
al1502,2014/2/20,13920
al1502,2014/2/21,13920
al1502,2014/2/24,13815
al1502,2014/2/25,13780
al1502,2014/2/26,13770
al1502,2014/2/27,13795
al1502,2014/2/28,13690
au1401,2014/1/2,239.2
au1401,2014/1/3,241.15
au1401,2014/1/6,243.25
au1401,2014/1/7,243.5
au1401,2014/1/8,240.05
au1401,2014/1/9,240.7
au1401,2014/1/10,240.55
au1401,2014/1/13,244.5
au1401,2014/1/14,244.5
au1401,2014/1/15,244.5
au1402,2014/1/2,241.3
au1402,2014/1/3,241.6
au1402,2014/1/6,243.7
au1402,2014/1/7,244.25
au1402,2014/1/8,241.2
au1402,2014/1/9,241.55
au1402,2014/1/10,242.5
au1402,2014/1/13,245.2
au1402,2014/1/14,245.2
au1402,2014/1/15,242.5
au1402,2014/1/16,242.5
au1402,2014/1/17,243.35
au1402,2014/1/20,244.65
au1402,2014/1/21,244.6
au1402,2014/1/22,243.65
au1402,2014/1/23,241.55
au1402,2014/1/24,245.9
au1402,2014/1/27,247.45
au1402,2014/1/28,245.85
au1402,2014/1/29,243.5
au1402,2014/1/30,249.35
au1402,2014/2/7,249.35
au1402,2014/2/10,249
au1402,2014/2/11,249
au1402,2014/2/12,255.25
au1402,2014/2/13,255.25
au1402,2014/2/14,255.25
au1402,2014/2/17,255.25
au1403,2014/1/2,241.3
au1403,2014/1/3,242.9
au1403,2014/1/6,244.6
au1403,2014/1/7,244.3
au1403,2014/1/8,242.35
au1403,2014/1/9,241
au1403,2014/1/10,241.95
au1403,2014/1/13,245
au1403,2014/1/14,244.8
au1403,2014/1/15,244.1
au1403,2014/1/16,243.2
au1403,2014/1/17,244.05
au1403,2014/1/20,245.7
au1403,2014/1/21,245.95
au1403,2014/1/22,243.55
au1403,2014/1/23,241.9
au1403,2014/1/24,246.05
au1403,2014/1/27,248.1
au1403,2014/1/28,245.8
au1403,2014/1/29,246.25
au1403,2014/1/30,246.8
au1403,2014/2/7,246.7
au1403,2014/2/10,248.85
au1403,2014/2/11,250.8
au1403,2014/2/12,251.25
au1403,2014/2/13,252.45
au1403,2014/2/14,254.55
au1403,2014/2/17,259.2
au1403,2014/2/18,259.3
au1403,2014/2/19,259.1
au1403,2014/2/20,256.95
au1403,2014/2/21,258.45
au1403,2014/2/24,259.15
au1403,2014/2/25,261.55
au1403,2014/2/26,263.55
au1403,2014/2/27,261.6
