合约,日期,结算价
ag1302,2012/10/16,6902
ag1302,2012/10/17,6936
ag1302,2012/10/18,6965
ag1302,2012/10/19,6844
ag1302,2012/10/22,6786
ag1302,2012/10/23,6810
ag1302,2012/10/24,6781
ag1302,2012/10/25,6848
ag1302,2012/10/26,6802
ag1302,2012/10/29,6820
ag1302,2012/10/30,6777
ag1302,2012/10/31,6781
ag1302,2012/11/1,6889
ag1302,2012/11/2,6802
ag1302,2012/11/5,6589
ag1302,2012/11/6,6599
ag1302,2012/11/7,6741
ag1302,2012/11/8,6741
ag1302,2012/11/9,6805
ag1302,2012/11/12,6843
ag1302,2012/11/13,6749
ag1302,2012/11/14,6828
ag1302,2012/11/15,6831
ag1302,2012/11/16,6785
ag1302,2012/11/19,6828
ag1302,2012/11/20,6935
ag1302,2012/11/21,6902
ag1302,2012/11/22,6956
ag1302,2012/11/23,6946
ag1302,2012/11/26,7070
ag1302,2012/11/27,7094
ag1302,2012/11/28,7033
ag1302,2012/11/29,6958
ag1302,2012/11/30,7017
ag1302,2012/12/3,6874
ag1302,2012/12/4,6783
ag1302,2012/12/5,6750
ag1302,2012/12/6,6719
ag1302,2012/12/7,6750
ag1302,2012/12/10,6795
ag1302,2012/12/11,6747
ag1302,2012/12/12,6759
ag1302,2012/12/13,6675
ag1302,2012/12/14,6647
ag1302,2012/12/17,6588
ag1302,2012/12/18,6649
ag1302,2012/12/19,6513
ag1302,2012/12/20,6403
ag1302,2012/12/21,6136
ag1302,2012/12/24,6178
ag1302,2012/12/25,6137
ag1302,2012/12/26,6130
ag1302,2012/12/27,6165
ag1302,2012/12/28,6214
ag1302,2012/12/31,6208
ag1303,2012/5/10,6158
ag1303,2012/5/11,6100
ag1303,2012/5/14,6077
ag1303,2012/5/15,5853
ag1303,2012/5/16,5760
ag1303,2012/5/17,5854
ag1303,2012/5/18,5940
ag1303,2012/5/21,6008
ag1303,2012/5/22,5971
ag1303,2012/5/23,5843
ag1303,2012/5/24,5879
ag1303,2012/5/25,5896
ag1303,2012/5/28,6012
ag1303,2012/5/29,6041
ag1303,2012/5/30,5923
ag1303,2012/5/31,5953
ag1303,2012/6/1,5911
ag1303,2012/6/4,5975
ag1303,2012/6/5,6049
ag1303,2012/6/6,6141
ag1303,2012/6/7,6224
ag1303,2012/6/8,6020
ag1303,2012/6/11,6119
ag1303,2012/6/12,6055
ag1303,2012/6/13,6160
ag1303,2012/6/14,6174
ag1303,2012/6/15,6158
ag1303,2012/6/18,6126
ag1303,2012/6/19,6133
ag1303,2012/6/20,6104
ag1303,2012/6/21,6012
ag1303,2012/6/25,5834
ag1303,2012/6/26,5907
ag1303,2012/6/27,5859
ag1303,2012/6/28,5856
ag1303,2012/6/29,5801
ag1303,2012/7/2,5892
ag1303,2012/7/3,5960
ag1303,2012/7/4,6037
ag1303,2012/7/5,6081
ag1303,2012/7/6,6015
ag1303,2012/7/9,5921
ag1303,2012/7/10,5923
ag1303,2012/7/11,5893
ag1303,2012/7/12,5873
ag1303,2012/7/13,5911
ag1303,2012/7/16,5937
ag1303,2012/7/17,5941
ag1303,2012/7/18,5874
ag1303,2012/7/19,6000
ag1303,2012/7/20,5873
ag1303,2012/7/23,5857
ag1303,2012/7/24,5900
ag1303,2012/7/25,5927
ag1303,2012/7/26,5907
ag1303,2012/7/27,5926
ag1303,2012/7/30,5904
ag1303,2012/7/31,6062
ag1303,2012/8/1,6006
ag1303,2012/8/2,5955
ag1303,2012/8/3,5955
ag1303,2012/8/6,6053
ag1303,2012/8/7,6078
ag1303,2012/8/8,6076
ag1303,2012/8/9,6105
ag1303,2012/8/10,6089
ag1303,2012/8/13,6089
ag1303,2012/8/14,6043
ag1303,2012/8/15,6048
ag1303,2012/8/16,6053
ag1303,2012/8/17,6053
ag1303,2012/8/20,6052
ag1303,2012/8/21,6156
ag1303,2012/8/22,6284
ag1303,2012/8/23,6542
ag1303,2012/8/24,6549
ag1303,2012/8/27,6715
ag1303,2012/8/28,6613
ag1303,2012/8/29,6675
ag1303,2012/8/30,6618
ag1303,2012/8/31,6538
ag1303,2012/9/3,6871
ag1303,2012/9/4,6939
ag1303,2012/9/5,6939
ag1303,2012/9/6,7048
ag1303,2012/9/7,7030
ag1303,2012/9/10,7197
ag1303,2012/9/11,7216
ag1303,2012/9/12,7243
ag1303,2012/9/13,7142
ag1303,2012/9/14,7480
ag1303,2012/9/17,7430
ag1303,2012/9/18,7280
ag1303,2012/9/19,7371
ag1303,2012/9/20,7360
ag1303,2012/9/21,7415
ag1303,2012/9/24,7209
ag1303,2012/9/25,7210
ag1303,2012/9/26,7210
ag1303,2012/9/27,7269
ag1303,2012/9/28,7396
ag1303,2012/10/8,7159
ag1303,2012/10/9,7191
ag1303,2012/10/10,7122
ag1303,2012/10/11,7174
ag1303,2012/10/12,7151
ag1303,2012/10/15,6967
ag1303,2012/10/16,6911
ag1303,2012/10/17,6972
ag1303,2012/10/18,6984
ag1303,2012/10/19,6932
ag1303,2012/10/22,6814
ag1303,2012/10/23,6836
ag1303,2012/10/24,6802
ag1303,2012/10/25,6836
ag1303,2012/10/26,6756
ag1303,2012/10/29,6850
ag1303,2012/10/30,6802
ag1303,2012/10/31,6803
ag1303,2012/11/1,6941
ag1303,2012/11/2,6865
ag1303,2012/11/5,6615
ag1303,2012/11/6,6630
ag1303,2012/11/7,6789
ag1303,2012/11/8,6768
ag1303,2012/11/9,6864
ag1303,2012/11/12,6883
