合约,日期,结算价
ag1301,2013/1/4,5967
ag1301,2013/1/7,6139
ag1301,2013/1/8,6127
ag1301,2013/1/9,6169
ag1301,2013/1/10,6154
ag1301,2013/1/11,6244
ag1301,2013/1/14,6222
ag1301,2013/1/15,6293
ag1302,2013/1/4,6019
ag1302,2013/1/7,6193
ag1302,2013/1/8,6178
ag1302,2013/1/9,6213
ag1302,2013/1/10,6203
ag1302,2013/1/11,6287
ag1302,2013/1/14,6261
ag1302,2013/1/15,6342
ag1302,2013/1/16,6397
ag1302,2013/1/17,6379
ag1302,2013/1/18,6443
ag1302,2013/1/21,6481
ag1302,2013/1/22,6488
ag1302,2013/1/23,6496
ag1302,2013/1/24,6436
ag1302,2013/1/25,6375
ag1302,2013/1/28,6322
ag1302,2013/1/29,6307
ag1302,2013/1/30,6368
ag1302,2013/1/31,6470
ag1302,2013/2/1,6380
ag1302,2013/2/4,6415
ag1302,2013/2/5,6425
ag1302,2013/2/6,6417
ag1302,2013/2/7,6423
ag1302,2013/2/8,6358
ag1302,2013/2/18,6083
ag1303,2013/1/4,6081
ag1303,2013/1/7,6243
ag1303,2013/1/8,6232
ag1303,2013/1/9,6264
ag1303,2013/1/10,6254
ag1303,2013/1/11,6341
ag1303,2013/1/14,6313
ag1303,2013/1/15,6395
ag1303,2013/1/16,6452
ag1303,2013/1/17,6431
ag1303,2013/1/18,6491
ag1303,2013/1/21,6531
ag1303,2013/1/22,6534
ag1303,2013/1/23,6550
ag1303,2013/1/24,6487
ag1303,2013/1/25,6421
ag1303,2013/1/28,6367
ag1303,2013/1/29,6362
ag1303,2013/1/30,6413
ag1303,2013/1/31,6508
ag1303,2013/2/1,6407
ag1303,2013/2/4,6474
ag1303,2013/2/5,6472
ag1303,2013/2/6,6460
ag1303,2013/2/7,6478
ag1303,2013/2/8,6399
ag1303,2013/2/18,6136
ag1303,2013/2/19,6136
ag1303,2013/2/20,6080
ag1303,2013/2/21,5868
ag1303,2013/2/22,5918
ag1303,2013/2/25,5928
ag1303,2013/2/26,5955
ag1303,2013/2/27,5990
ag1303,2013/2/28,5964
ag1303,2013/3/1,5869
ag1303,2013/3/4,5909
ag1303,2013/3/5,5918
ag1303,2013/3/6,5943
ag1303,2013/3/7,5951
ag1303,2013/3/8,5922
ag1303,2013/3/11,5963
ag1303,2013/3/12,5950
ag1303,2013/3/13,5969
ag1303,2013/3/14,5872
ag1303,2013/3/15,5904
ag1304,2013/1/4,6153
ag1304,2013/1/7,6312
ag1304,2013/1/8,6285
ag1304,2013/1/9,6325
ag1304,2013/1/10,6325
ag1304,2013/1/11,6392
ag1304,2013/1/14,6367
ag1304,2013/1/15,6436
ag1304,2013/1/16,6489
ag1304,2013/1/17,6491
ag1304,2013/1/18,6561
ag1304,2013/1/21,6585
ag1304,2013/1/22,6590
ag1304,2013/1/23,6592
ag1304,2013/1/24,6540
ag1304,2013/1/25,6476
ag1304,2013/1/28,6419
ag1304,2013/1/29,6422
ag1304,2013/1/30,6463
ag1304,2013/1/31,6568
ag1304,2013/2/1,6451
ag1304,2013/2/4,6529
ag1304,2013/2/5,6514
ag1304,2013/2/6,6514
ag1304,2013/2/7,6528
ag1304,2013/2/8,6444
ag1304,2013/2/18,6188
ag1304,2013/2/19,6185
ag1304,2013/2/20,6120
ag1304,2013/2/21,5909
ag1304,2013/2/22,5969
ag1304,2013/2/25,5972
ag1304,2013/2/26,6003
ag1304,2013/2/27,6017
ag1304,2013/2/28,6014
ag1304,2013/3/1,5917
ag1304,2013/3/4,5953
ag1304,2013/3/5,5947
ag1304,2013/3/6,5982
ag1304,2013/3/7,5998
ag1304,2013/3/8,5962
ag1304,2013/3/11,6007
ag1304,2013/3/12,6007
ag1304,2013/3/13,6008
ag1304,2013/3/14,5928
ag1304,2013/3/15,5930
ag1304,2013/3/18,5894
ag1304,2013/3/19,5929
ag1304,2013/3/20,5932
ag1304,2013/3/21,5940
ag1304,2013/3/22,5966
ag1304,2013/3/25,5914
ag1304,2013/3/26,5907
ag1304,2013/3/27,5851
ag1304,2013/3/28,5869
ag1304,2013/3/29,5756
ag1304,2013/4/1,5728
ag1304,2013/4/2,5715
ag1304,2013/4/3,5503
ag1304,2013/4/8,5551
ag1304,2013/4/9,5581
ag1304,2013/4/10,5685
ag1304,2013/4/11,5612
ag1304,2013/4/12,5618
ag1304,2013/4/15,5280
ag1305,2013/1/4,6185
ag1305,2013/1/7,6329
ag1305,2013/1/8,6333
ag1305,2013/1/9,6375
ag1305,2013/1/10,6357
ag1305,2013/1/11,6440
ag1305,2013/1/14,6406
ag1305,2013/1/15,6502
ag1305,2013/1/16,6549
ag1305,2013/1/17,6532
ag1305,2013/1/18,6599
ag1305,2013/1/21,6628
ag1305,2013/1/22,6626
ag1305,2013/1/23,6644
ag1305,2013/1/24,6573
ag1305,2013/1/25,6509
ag1305,2013/1/28,6454
ag1305,2013/1/29,6446
ag1305,2013/1/30,6499
ag1305,2013/1/31,6607
ag1305,2013/2/1,6507
ag1305,2013/2/4,6564
ag1305,2013/2/5,6562
ag1305,2013/2/6,6566
ag1305,2013/2/7,6570
ag1305,2013/2/8,6499
ag1305,2013/2/18,6228
ag1305,2013/2/19,6233
ag1305,2013/2/20,6164
ag1305,2013/2/21,5947
ag1305,2013/2/22,6000
ag1305,2013/2/25,6011
ag1305,2013/2/26,6057
ag1305,2013/2/27,6075
ag1305,2013/2/28,6048
ag1305,2013/3/1,5959
ag1305,2013/3/4,5987
ag1305,2013/3/5,5989
ag1305,2013/3/6,6029
ag1305,2013/3/7,6032
ag1305,2013/3/8,6012
ag1305,2013/3/11,6039
ag1305,2013/3/12,6029
ag1305,2013/3/13,6049
ag1305,2013/3/14,5960
ag1305,2013/3/15,5976
ag1305,2013/3/18,5934
ag1305,2013/3/19,5968
ag1305,2013/3/20,5970
ag1305,2013/3/21,5963
ag1305,2013/3/22,6007
ag1305,2013/3/25,5959
ag1305,2013/3/26,5943
ag1305,2013/3/27,5881
ag1305,2013/3/28,5907
ag1305,2013/3/29,5791
ag1305,2013/4/1,5760
ag1305,2013/4/2,5727
ag1305,2013/4/3,5539
ag1305,2013/4/8,5578
ag1305,2013/4/9,5601
ag1305,2013/4/10,5705
ag1305,2013/4/11,5630
ag1305,2013/4/12,5643
ag1305,2013/4/15,5311
ag1305,2013/4/16,4833
ag1305,2013/4/17,4765
ag1305,2013/4/18,4623
ag1305,2013/4/19,4729
ag1305,2013/4/22,4738
ag1305,2013/4/23,4653
ag1305,2013/4/24,4642
ag1305,2013/4/25,4686
ag1305,2013/4/26,4909
ag1305,2013/5/2,4737
ag1305,2013/5/3,4794
ag1305,2013/5/6,4851
ag1305,2013/5/7,4742
ag1305,2013/5/8,4756
ag1305,2013/5/9,4798
ag1305,2013/5/10,4762
ag1305,2013/5/13,4749
ag1305,2013/5/14,4750
ag1305,2013/5/15,4640
ag1306,2013/1/4,6231
ag1306,2013/1/7,6393
ag1306,2013/1/8,6382
ag1306,2013/1/9,6420
ag1306,2013/1/10,6403
ag1306,2013/1/11,6489
ag1306,2013/1/14,6457
ag1306,2013/1/15,6551
ag1306,2013/1/16,6601
ag1306,2013/1/17,6580
ag1306,2013/1/18,6644
ag1306,2013/1/21,6677
ag1306,2013/1/22,6682
ag1306,2013/1/23,6692
ag1306,2013/1/24,6626
ag1306,2013/1/25,6554
ag1306,2013/1/28,6499
ag1306,2013/1/29,6488
ag1306,2013/1/30,6541
ag1306,2013/1/31,6649
ag1306,2013/2/1,6543
ag1306,2013/2/4,6607
ag1306,2013/2/5,6607
ag1306,2013/2/6,6603
ag1306,2013/2/7,6615
ag1306,2013/2/8,6539
ag1306,2013/2/18,6268
ag1306,2013/2/19,6274
ag1306,2013/2/20,6204
ag1306,2013/2/21,5996
ag1306,2013/2/22,6041
ag1306,2013/2/25,6043
ag1306,2013/2/26,6075
ag1306,2013/2/27,6113
ag1306,2013/2/28,6085
ag1306,2013/3/1,5991
ag1306,2013/3/4,6025
ag1306,2013/3/5,6044
ag1306,2013/3/6,6066
ag1306,2013/3/7,6076
ag1306,2013/3/8,6043
ag1306,2013/3/11,6081
ag1306,2013/3/12,6069
ag1306,2013/3/13,6085
ag1306,2013/3/14,5996
ag1306,2013/3/15,6015
ag1306,2013/3/18,5972
ag1306,2013/3/19,6007
ag1306,2013/3/20,6008
ag1306,2013/3/21,6004
ag1306,2013/3/22,6044
ag1306,2013/3/25,5992
ag1306,2013/3/26,5982
ag1306,2013/3/27,5901
ag1306,2013/3/28,5937
ag1306,2013/3/29,5821
ag1306,2013/4/1,5784
ag1306,2013/4/2,5766
ag1306,2013/4/3,5567
ag1306,2013/4/8,5610
ag1306,2013/4/9,5643
ag1306,2013/4/10,5745
ag1306,2013/4/11,5666
ag1306,2013/4/12,5675
ag1306,2013/4/15,5334
ag1306,2013/4/16,4853
ag1306,2013/4/17,4812
ag1306,2013/4/18,4652
ag1306,2013/4/19,4760
ag1306,2013/4/22,4759
ag1306,2013/4/23,4653
ag1306,2013/4/24,4648
ag1306,2013/4/25,4702
ag1306,2013/4/26,4937
ag1306,2013/5/2,4722
ag1306,2013/5/3,4812
ag1306,2013/5/6,4861
ag1306,2013/5/7,4759
ag1306,2013/5/8,4770
ag1306,2013/5/9,4817
ag1306,2013/5/10,4771
ag1306,2013/5/13,4761
ag1306,2013/5/14,4766
ag1306,2013/5/15,4674
ag1306,2013/5/16,4576
ag1306,2013/5/17,4574
ag1306,2013/5/20,4367
ag1306,2013/5/21,4539
ag1306,2013/5/22,4537
ag1306,2013/5/23,4457
ag1306,2013/5/24,4510
ag1306,2013/5/27,4526
ag1306,2013/5/28,4527
ag1306,2013/5/29,4489
ag1306,2013/5/30,4517
ag1306,2013/5/31,4566
ag1306,2013/6/3,4485
ag1306,2013/6/4,4535
ag1306,2013/6/5,4512
ag1306,2013/6/6,4493
ag1306,2013/6/7,4532
ag1306,2013/6/13,4383
ag1306,2013/6/14,4364
ag1306,2013/6/17,4395
ag1307,2013/1/4,6265
ag1307,2013/1/7,6433
ag1307,2013/1/8,6415
ag1307,2013/1/9,6463
ag1307,2013/1/10,6439
ag1307,2013/1/11,6533
ag1307,2013/1/14,6470
ag1307,2013/1/15,6586
ag1307,2013/1/16,6641
ag1307,2013/1/17,6627
ag1307,2013/1/18,6680
ag1307,2013/1/21,6711
ag1307,2013/1/22,6728
ag1307,2013/1/23,6728
ag1307,2013/1/24,6664
ag1307,2013/1/25,6591
ag1307,2013/1/28,6530
ag1307,2013/1/29,6530
ag1307,2013/1/30,6530
ag1307,2013/1/31,6684
ag1307,2013/2/1,6613
ag1307,2013/2/4,6664
ag1307,2013/2/5,6654
ag1307,2013/2/6,6645
ag1307,2013/2/7,6641
ag1307,2013/2/8,6605
ag1307,2013/2/18,6302
ag1307,2013/2/19,6309
ag1307,2013/2/20,6244
ag1307,2013/2/21,6039
ag1307,2013/2/22,6084
ag1307,2013/2/25,6090
ag1307,2013/2/26,6109
ag1307,2013/2/27,6122
ag1307,2013/2/28,6114
ag1307,2013/3/1,6021
ag1307,2013/3/4,6044
ag1307,2013/3/5,6077
ag1307,2013/3/6,6086
ag1307,2013/3/7,6106
ag1307,2013/3/8,6069
ag1307,2013/3/11,6104
ag1307,2013/3/12,6101
ag1307,2013/3/13,6122
ag1307,2013/3/14,6024
ag1307,2013/3/15,6042
ag1307,2013/3/18,6013
ag1307,2013/3/19,6043
ag1307,2013/3/20,6028
ag1307,2013/3/21,6042
ag1307,2013/3/22,6075
ag1307,2013/3/25,6029
ag1307,2013/3/26,6027
ag1307,2013/3/27,5949
ag1307,2013/3/28,5963
ag1307,2013/3/29,5852
ag1307,2013/4/1,5819
ag1307,2013/4/2,5803
ag1307,2013/4/3,5609
ag1307,2013/4/8,5642
ag1307,2013/4/9,5680
ag1307,2013/4/10,5778
ag1307,2013/4/11,5709
ag1307,2013/4/12,5702
ag1307,2013/4/15,5365
ag1307,2013/4/16,4884
ag1307,2013/4/17,4853
ag1307,2013/4/18,4641
ag1307,2013/4/19,4781
ag1307,2013/4/22,4775
ag1307,2013/4/23,4698
ag1307,2013/4/24,4665
ag1307,2013/4/25,4731
ag1307,2013/4/26,4966
ag1307,2013/5/2,4745
ag1307,2013/5/3,4822
ag1307,2013/5/6,4876
ag1307,2013/5/7,4769
ag1307,2013/5/8,4790
ag1307,2013/5/9,4849
ag1307,2013/5/10,4772
ag1307,2013/5/13,4783
ag1307,2013/5/14,4802
ag1307,2013/5/15,4699
ag1307,2013/5/16,4591
ag1307,2013/5/17,4594
ag1307,2013/5/20,4411
ag1307,2013/5/21,4542
ag1307,2013/5/22,4554
ag1307,2013/5/23,4464
ag1307,2013/5/24,4525
ag1307,2013/5/27,4536
ag1307,2013/5/28,4540
ag1307,2013/5/29,4500
ag1307,2013/5/30,4525
ag1307,2013/5/31,4581
ag1307,2013/6/3,4512
ag1307,2013/6/4,4556
ag1307,2013/6/5,4533
ag1307,2013/6/6,4512
ag1307,2013/6/7,4550
ag1307,2013/6/13,4398
ag1307,2013/6/14,4377
ag1307,2013/6/17,4416
ag1307,2013/6/18,4405
ag1307,2013/6/19,4354
ag1307,2013/6/20,4280
ag1307,2013/6/21,4023
ag1307,2013/6/24,3972
ag1307,2013/6/25,3948
ag1307,2013/6/26,3799
ag1307,2013/6/27,3766
ag1307,2013/6/28,3713
ag1307,2013/7/1,3905
ag1307,2013/7/2,3933
ag1307,2013/7/3,3910
ag1307,2013/7/4,3938
ag1307,2013/7/5,3853
ag1307,2013/7/8,3767
ag1307,2013/7/9,3859
ag1307,2013/7/10,3816
ag1307,2013/7/11,3983
ag1307,2013/7/12,3974
ag1307,2013/7/15,4005
ag1308,2013/1/4,6307
ag1308,2013/1/7,6470
ag1308,2013/1/8,6460
ag1308,2013/1/9,6460
ag1308,2013/1/10,6460
ag1308,2013/1/11,6565
ag1308,2013/1/14,6489
ag1308,2013/1/15,6623
ag1308,2013/1/16,6666
ag1308,2013/1/17,6666
ag1308,2013/1/18,6708
ag1308,2013/1/21,6708
ag1308,2013/1/22,6753
ag1308,2013/1/23,6753
ag1308,2013/1/24,6712
ag1308,2013/1/25,6600
ag1308,2013/1/28,6600
ag1308,2013/1/29,6544
ag1308,2013/1/30,6569
ag1308,2013/1/31,6703
ag1308,2013/2/1,6615
ag1308,2013/2/4,6674
ag1308,2013/2/5,6681
ag1308,2013/2/6,6667
ag1308,2013/2/7,6686
ag1308,2013/2/8,6597
ag1308,2013/2/18,6325
ag1308,2013/2/19,6333
ag1308,2013/2/20,6272
ag1308,2013/2/21,6048
ag1308,2013/2/22,6103
ag1308,2013/2/25,6116
ag1308,2013/2/26,6163
ag1308,2013/2/27,6176
ag1308,2013/2/28,6157
ag1308,2013/3/1,6069
ag1308,2013/3/4,6082
ag1308,2013/3/5,6145
ag1308,2013/3/6,6142
ag1308,2013/3/7,6147
ag1308,2013/3/8,6118
ag1308,2013/3/11,6150
ag1308,2013/3/12,6147
ag1308,2013/3/13,6150
ag1308,2013/3/14,6047
ag1308,2013/3/15,6071
ag1308,2013/3/18,6020
ag1308,2013/3/19,6020
ag1308,2013/3/20,6068
ag1308,2013/3/21,6065
ag1308,2013/3/22,6108
ag1308,2013/3/25,6062
ag1308,2013/3/26,6062
ag1308,2013/3/27,5970
ag1308,2013/3/28,5991
ag1308,2013/3/29,5895
ag1308,2013/4/1,5874
ag1308,2013/4/2,5834
ag1308,2013/4/3,5613
ag1308,2013/4/8,5655
ag1308,2013/4/9,5720
ag1308,2013/4/10,5814
ag1308,2013/4/11,5738
ag1308,2013/4/12,5743
ag1308,2013/4/15,5398
ag1308,2013/4/16,4915
ag1308,2013/4/17,4837
ag1308,2013/4/18,4690
ag1308,2013/4/19,4777
ag1308,2013/4/22,4817
ag1308,2013/4/23,4741
ag1308,2013/4/24,4701
ag1308,2013/4/25,4760
ag1308,2013/4/26,4947
ag1308,2013/5/2,4769
ag1308,2013/5/3,4846
ag1308,2013/5/6,4912
ag1308,2013/5/7,4808
ag1308,2013/5/8,4826
ag1308,2013/5/9,4870
ag1308,2013/5/10,4814
ag1308,2013/5/13,4795
ag1308,2013/5/14,4807
ag1308,2013/5/15,4692
ag1308,2013/5/16,4604
ag1308,2013/5/17,4619
ag1308,2013/5/20,4392
ag1308,2013/5/21,4543
ag1308,2013/5/22,4603
ag1308,2013/5/23,4499
ag1308,2013/5/24,4554
ag1308,2013/5/27,4561
ag1308,2013/5/28,4558
ag1308,2013/5/29,4504
ag1308,2013/5/30,4568
ag1308,2013/5/31,4616
ag1308,2013/6/3,4540
ag1308,2013/6/4,4570
ag1308,2013/6/5,4550
ag1308,2013/6/6,4531
ag1308,2013/6/7,4579
ag1308,2013/6/13,4416
ag1308,2013/6/14,4390
ag1308,2013/6/17,4430
ag1308,2013/6/18,4410
ag1308,2013/6/19,4372
ag1308,2013/6/20,4297
ag1308,2013/6/21,4039
ag1308,2013/6/24,4002
ag1308,2013/6/25,3959
ag1308,2013/6/26,3803
ag1308,2013/6/27,3766
ag1308,2013/6/28,3715
ag1308,2013/7/1,3921
ag1308,2013/7/2,3950
ag1308,2013/7/3,3946
ag1308,2013/7/4,3954
ag1308,2013/7/5,3869
ag1308,2013/7/8,3779
ag1308,2013/7/9,3848
ag1308,2013/7/10,3831
ag1308,2013/7/11,3966
ag1308,2013/7/12,3996
ag1308,2013/7/15,3997
ag1308,2013/7/16,3969
ag1308,2013/7/17,3990
ag1308,2013/7/18,3892
ag1308,2013/7/19,3882
ag1308,2013/7/22,3958
ag1308,2013/7/23,4051
ag1308,2013/7/24,4034
ag1308,2013/7/25,4012
ag1308,2013/7/26,4028
ag1308,2013/7/29,3949
ag1308,2013/7/30,3952
ag1308,2013/7/31,3964
ag1308,2013/8/1,3934
ag1308,2013/8/2,3903
ag1308,2013/8/5,3987
ag1308,2013/8/6,3928
ag1308,2013/8/7,3897
ag1308,2013/8/8,3949
ag1308,2013/8/9,4039
ag1308,2013/8/12,4175
ag1308,2013/8/13,4241
ag1308,2013/8/14,4286
ag1308,2013/8/15,4401
ag1309,2013/1/4,6335
ag1309,2013/1/7,6489
ag1309,2013/1/8,6475
ag1309,2013/1/9,6525
ag1309,2013/1/10,6508
ag1309,2013/1/11,6585
ag1309,2013/1/14,6572
ag1309,2013/1/15,6656
ag1309,2013/1/16,6709
ag1309,2013/1/17,6691
ag1309,2013/1/18,6758
ag1309,2013/1/21,6783
ag1309,2013/1/22,6782
ag1309,2013/1/23,6789
ag1309,2013/1/24,6715
ag1309,2013/1/25,6645
ag1309,2013/1/28,6598
ag1309,2013/1/29,6584
ag1309,2013/1/30,6635
ag1309,2013/1/31,6728
ag1309,2013/2/1,6642
ag1309,2013/2/4,6676
ag1309,2013/2/5,6698
ag1309,2013/2/6,6672
ag1309,2013/2/7,6697
ag1309,2013/2/8,6613
ag1309,2013/2/18,6361
ag1309,2013/2/19,6369
ag1309,2013/2/20,6301
ag1309,2013/2/21,6085
ag1309,2013/2/22,6133
ag1309,2013/2/25,6133
ag1309,2013/2/26,6138
ag1309,2013/2/27,6206
ag1309,2013/2/28,6185
ag1309,2013/3/1,6083
ag1309,2013/3/4,6125
ag1309,2013/3/5,6133
ag1309,2013/3/6,6168
ag1309,2013/3/7,6173
ag1309,2013/3/8,6138
ag1309,2013/3/11,6175
ag1309,2013/3/12,6162
ag1309,2013/3/13,6179
ag1309,2013/3/14,6096
ag1309,2013/3/15,6109
ag1309,2013/3/18,6060
ag1309,2013/3/19,6099
ag1309,2013/3/20,6102
ag1309,2013/3/21,6100
ag1309,2013/3/22,6141
ag1309,2013/3/25,6077
ag1309,2013/3/26,6068
ag1309,2013/3/27,5959
ag1309,2013/3/28,6020
ag1309,2013/3/29,5900
ag1309,2013/4/1,5878
ag1309,2013/4/2,5856
ag1309,2013/4/3,5661
ag1309,2013/4/8,5698
ag1309,2013/4/9,5727
ag1309,2013/4/10,5829
ag1309,2013/4/11,5753
ag1309,2013/4/12,5763
ag1309,2013/4/15,5417
ag1309,2013/4/16,4931
ag1309,2013/4/17,4903
ag1309,2013/4/18,4725
ag1309,2013/4/19,4837
ag1309,2013/4/22,4836
ag1309,2013/4/23,4716
ag1309,2013/4/24,4724
ag1309,2013/4/25,4776
ag1309,2013/4/26,5028
ag1309,2013/5/2,4791
ag1309,2013/5/3,4861
ag1309,2013/5/6,4922
ag1309,2013/5/7,4813
ag1309,2013/5/8,4814
ag1309,2013/5/9,4881
ag1309,2013/5/10,4820
ag1309,2013/5/13,4820
ag1309,2013/5/14,4828
ag1309,2013/5/15,4718
ag1309,2013/5/16,4624
ag1309,2013/5/17,4622
ag1309,2013/5/20,4419
ag1309,2013/5/21,4585
ag1309,2013/5/22,4584
ag1309,2013/5/23,4500
ag1309,2013/5/24,4549
ag1309,2013/5/27,4570
ag1309,2013/5/28,4575
ag1309,2013/5/29,4529
ag1309,2013/5/30,4572
ag1309,2013/5/31,4621
ag1309,2013/6/3,4551
ag1309,2013/6/4,4595
ag1309,2013/6/5,4572
ag1309,2013/6/6,4543
ag1309,2013/6/7,4594
ag1309,2013/6/13,4435
ag1309,2013/6/14,4413
ag1309,2013/6/17,4450
ag1309,2013/6/18,4434
ag1309,2013/6/19,4393
ag1309,2013/6/20,4268
ag1309,2013/6/21,4022
ag1309,2013/6/24,4000
ag1309,2013/6/25,3965
ag1309,2013/6/26,3822
ag1309,2013/6/27,3787
ag1309,2013/6/28,3752
ag1309,2013/7/1,3937
ag1309,2013/7/2,3962
ag1309,2013/7/3,3940
ag1309,2013/7/4,3962
ag1309,2013/7/5,3880
ag1309,2013/7/8,3789
ag1309,2013/7/9,3866
ag1309,2013/7/10,3846
ag1309,2013/7/11,3983
ag1309,2013/7/12,4009
ag1309,2013/7/15,4008
ag1309,2013/7/16,3981
ag1309,2013/7/17,3995
ag1309,2013/7/18,3899
ag1309,2013/7/19,3908
ag1309,2013/7/22,3971
ag1309,2013/7/23,4063
ag1309,2013/7/24,4044
ag1309,2013/7/25,4009
ag1309,2013/7/26,4026
ag1309,2013/7/29,3951
ag1309,2013/7/30,3954
ag1309,2013/7/31,3961
ag1309,2013/8/1,3939
ag1309,2013/8/2,3903
ag1309,2013/8/5,3978
ag1309,2013/8/6,3947
ag1309,2013/8/7,3905
ag1309,2013/8/8,3967
ag1309,2013/8/9,4018
ag1309,2013/8/12,4168
ag1309,2013/8/13,4268
ag1309,2013/8/14,4295
ag1309,2013/8/15,4367
ag1309,2013/8/16,4564
ag1309,2013/8/19,4656
ag1309,2013/8/20,4539
ag1309,2013/8/21,4574
ag1309,2013/8/22,4530
ag1309,2013/8/23,4598
ag1309,2013/8/26,4837
ag1309,2013/8/27,4856
ag1309,2013/8/28,4970
ag1309,2013/8/29,4850
ag1309,2013/8/30,4742
ag1309,2013/9/2,4811
ag1309,2013/9/3,4832
ag1309,2013/9/4,4854
ag1309,2013/9/5,4721
ag1309,2013/9/6,4646
ag1309,2013/9/9,4756
ag1309,2013/9/10,4702
ag1309,2013/9/11,4602
ag1309,2013/9/12,4643
ag1309,2013/9/13,4411
ag1309,2013/9/16,4445
ag1310,2013/1/4,6392
ag1310,2013/1/7,6542
ag1310,2013/1/8,6528
ag1310,2013/1/9,6553
ag1310,2013/1/10,6538
ag1310,2013/1/11,6638
ag1310,2013/1/14,6638
ag1310,2013/1/15,6699
ag1310,2013/1/16,6743
ag1310,2013/1/17,6743
ag1310,2013/1/18,6806
ag1310,2013/1/21,6811
ag1310,2013/1/22,6815
ag1310,2013/1/23,6816
ag1310,2013/1/24,6742
ag1310,2013/1/25,6684
ag1310,2013/1/28,6637
ag1310,2013/1/29,6602
ag1310,2013/1/30,6665
ag1310,2013/1/31,6755
ag1310,2013/2/1,6659
ag1310,2013/2/4,6693
ag1310,2013/2/5,6715
ag1310,2013/2/6,6689
ag1310,2013/2/7,6727
ag1310,2013/2/8,6657
ag1310,2013/2/18,6403
ag1310,2013/2/19,6412
ag1310,2013/2/20,6344
ag1310,2013/2/21,6089
ag1310,2013/2/22,6174
ag1310,2013/2/25,6174
ag1310,2013/2/26,6179
ag1310,2013/2/27,6247
ag1310,2013/2/28,6219
ag1310,2013/3/1,6117
ag1310,2013/3/4,6151
ag1310,2013/3/5,6150
ag1310,2013/3/6,6208
ag1310,2013/3/7,6218
ag1310,2013/3/8,6178
ag1310,2013/3/11,6211
ag1310,2013/3/12,6211
ag1310,2013/3/13,6211
ag1310,2013/3/14,6124
ag1310,2013/3/15,6137
ag1310,2013/3/18,6137
ag1310,2013/3/19,6137
ag1310,2013/3/20,6137
ag1310,2013/3/21,6144
ag1310,2013/3/22,6171
ag1310,2013/3/25,6171
ag1310,2013/3/26,6103
ag1310,2013/3/27,6014
ag1310,2013/3/28,6062
ag1310,2013/3/29,5963
ag1310,2013/4/1,5908
ag1310,2013/4/2,5886
ag1310,2013/4/3,5676
ag1310,2013/4/8,5735
ag1310,2013/4/9,5748
ag1310,2013/4/10,5859
ag1310,2013/4/11,5795
ag1310,2013/4/12,5805
ag1310,2013/4/15,5456
ag1310,2013/4/16,4965
ag1310,2013/4/17,4918
ag1310,2013/4/18,4764
ag1310,2013/4/19,4879
ag1310,2013/4/22,4869
ag1310,2013/4/23,4770
ag1310,2013/4/24,4731
ag1310,2013/4/25,4811
ag1310,2013/4/26,5035
ag1310,2013/5/2,4815
ag1310,2013/5/3,4874
ag1310,2013/5/6,4927
ag1310,2013/5/7,4841
ag1310,2013/5/8,4827
ag1310,2013/5/9,4895
ag1310,2013/5/10,4847
ag1310,2013/5/13,4842
ag1310,2013/5/14,4849
ag1310,2013/5/15,4741
ag1310,2013/5/16,4630
ag1310,2013/5/17,4649
ag1310,2013/5/20,4455
ag1310,2013/5/21,4624
ag1310,2013/5/22,4606
ag1310,2013/5/23,4536
ag1310,2013/5/24,4589
ag1310,2013/5/27,4602
ag1310,2013/5/28,4598
ag1310,2013/5/29,4545
ag1310,2013/5/30,4603
ag1310,2013/5/31,4645
ag1310,2013/6/3,4568
ag1310,2013/6/4,4605
ag1310,2013/6/5,4588
ag1310,2013/6/6,4581
ag1310,2013/6/7,4627
ag1310,2013/6/13,4465
ag1310,2013/6/14,4444
ag1310,2013/6/17,4482
ag1310,2013/6/18,4451
ag1310,2013/6/19,4414
ag1310,2013/6/20,4302
ag1310,2013/6/21,4063
ag1310,2013/6/24,4056
ag1310,2013/6/25,3993
ag1310,2013/6/26,3822
ag1310,2013/6/27,3810
ag1310,2013/6/28,3790
ag1310,2013/7/1,3954
ag1310,2013/7/2,3997
ag1310,2013/7/3,3970
ag1310,2013/7/4,3997
ag1310,2013/7/5,3942
ag1310,2013/7/8,3813
ag1310,2013/7/9,3877
ag1310,2013/7/10,3889
ag1310,2013/7/11,4039
ag1310,2013/7/12,4041
ag1310,2013/7/15,4027
ag1310,2013/7/16,4001
ag1310,2013/7/17,4023
ag1310,2013/7/18,3903
ag1310,2013/7/19,3926
ag1310,2013/7/22,4005
ag1310,2013/7/23,4079
ag1310,2013/7/24,4065
ag1310,2013/7/25,4027
ag1310,2013/7/26,4043
ag1310,2013/7/29,3952
ag1310,2013/7/30,3956
ag1310,2013/7/31,3960
ag1310,2013/8/1,3942
ag1310,2013/8/2,3910
ag1310,2013/8/5,3979
ag1310,2013/8/6,3945
ag1310,2013/8/7,3902
ag1310,2013/8/8,3955
ag1310,2013/8/9,4042
ag1310,2013/8/12,4162
ag1310,2013/8/13,4284
ag1310,2013/8/14,4308
ag1310,2013/8/15,4371
ag1310,2013/8/16,4589
ag1310,2013/8/19,4659
ag1310,2013/8/20,4562
ag1310,2013/8/21,4588
ag1310,2013/8/22,4551
ag1310,2013/8/23,4624
ag1310,2013/8/26,4861
ag1310,2013/8/27,4871
ag1310,2013/8/28,4955
ag1310,2013/8/29,4853
ag1310,2013/8/30,4715
